director_name,movies,revenues,costs,gross_profit,return,count
Jake Szymanski,[https://en.wikipedia.org/wiki/Mike_and_Dave_Need_Wedding_Dates],77100000,33000000,5550000,0.168181818,1
Vlad Yudin,[https://en.wikipedia.org/wiki/Generation_Iron],0,0,0,,1
Mark Tonderai,[https://en.wikipedia.org/wiki/House_at_the_End_of_the_Street],44103982,6900000,15151991,2.195940725,1
Martin Campbell,"[https://en.wikipedia.org/wiki/Edge_of_Darkness_(2010_film), https://en.wikipedia.org/wiki/Green_Lantern_(film)]",320900000,280000000,-119550000,-0.426964286,2
Scott Walker,[https://en.wikipedia.org/wiki/The_Frozen_Ground],5617460,19200000,-16391270,-0.853711979,1
Matt Orlando,[https://en.wikipedia.org/wiki/A_Resurrection_(film)],10730,5000000,-4994635,-0.998927,1
"Joel CoenEthan Coen","[https://en.wikipedia.org/wiki/Inside_Llewyn_Davis, https://en.wikipedia.org/wiki/Hail,_Caesar!]",96100000,33000000,15050000,0.456060606,2
Russell Mulcahy,[https://en.wikipedia.org/wiki/Resident_Evil:_Extinction],147700000,45000000,28850000,0.641111111,1
Jesse V. Johnson,[https://en.wikipedia.org/wiki/The_Package_(2013_film)],0,0,0,,1
Kimberly Peirce,[https://en.wikipedia.org/wiki/Carrie_(2013_film)],85000000,30000000,12500000,0.416666667,1
RZA,[https://en.wikipedia.org/wiki/The_Man_with_the_Iron_Fists],19700000,15000000,-5150000,-0.343333333,1
Steve Rash,[https://en.wikipedia.org/wiki/Crooked_Arrows],1832541,13000000,-12083729.5,-0.929517654,1
Leo Gabriadze,[https://en.wikipedia.org/wiki/Unfriended],64100000,1000000,31050000,31.05,1
"Cory EdwardsTodd Edwards (Co-director)Tony Leech (Co-director)",[https://en.wikipedia.org/wiki/Hoodwinked!],110000000,8000000,47000000,5.875,1
Peter Landesman,"[https://en.wikipedia.org/wiki/Parkland_(film), https://en.wikipedia.org/wiki/Concussion_(2015_film)]",50012181,45000000,-19993909.5,-0.4443091,2
David Ayer,"[https://en.wikipedia.org/wiki/End_of_Watch, https://en.wikipedia.org/wiki/Sabotage_(2014_film), https://en.wikipedia.org/wiki/Fury_(2014_film), https://en.wikipedia.org/wiki/Suicide_Squad_(film)]",1032500000,285000000,231250000,0.811403509,4
Kevin Tancharoen,[https://en.wikipedia.org/wiki/Glee:_The_3D_Concert_Movie],18700000,9000000,350000,0.038888889,1
Alex Kurtzman,[https://en.wikipedia.org/wiki/People_Like_Us_(film)],12600000,16000000,-9700000,-0.60625,1
Tom Hanks,[https://en.wikipedia.org/wiki/Larry_Crowne],72000000,30000000,6000000,0.2,1
Steven Antin,[https://en.wikipedia.org/wiki/Burlesque_(2010_musical_film)],89700000,55000000,-10150000,-0.184545455,1
Trevor Wall,[https://en.wikipedia.org/wiki/Norm_of_the_North],27400000,18000000,-4300000,-0.238888889,1
Leigh Whannell,[https://en.wikipedia.org/wiki/Insidious:_Chapter_3],113000000,10000000,46500000,4.65,1
Bennett Miller,"[https://en.wikipedia.org/wiki/Moneyball_(film), https://en.wikipedia.org/wiki/Foxcatcher]",123800000,74000000,-12100000,-0.163513514,2
Clint Eastwood,"[https://en.wikipedia.org/wiki/Hereafter_(film), https://en.wikipedia.org/wiki/J._Edgar, https://en.wikipedia.org/wiki/Jersey_Boys_(film), https://en.wikipedia.org/wiki/Sully_(film)]",496000000,203600000,44400000,0.218074656,4
Rian Johnson,[https://en.wikipedia.org/wiki/Looper_(film)],176500000,30000000,58250000,1.941666667,1
Don Coscarelli,[https://en.wikipedia.org/wiki/John_Dies_at_the_End_(film)],141951,1000000,-929024.5,-0.9290245,1
Matthew Weiner,[https://en.wikipedia.org/wiki/You_Are_Here_(2013_film)],0,0,0,,1
Dan Mazer,[https://en.wikipedia.org/wiki/Dirty_Grandpa],99900000,11500000,38450000,3.343478261,1
Ivan Reitman,"[https://en.wikipedia.org/wiki/No_Strings_Attached_(film), https://en.wikipedia.org/wiki/Draft_Day]",178700000,50000000,39350000,0.787,2
Genndy Tartakovsky[1],[https://en.wikipedia.org/wiki/Hotel_Transylvania],358400000,85000000,94200000,1.108235294,1
Alfonso CuarÃ_n,[https://en.wikipedia.org/wiki/Gravity_(film)],723200000,100000000,261600000,2.616,1
Scott Derrickson,"[https://en.wikipedia.org/wiki/Sinister_(film), https://en.wikipedia.org/wiki/Deliver_Us_from_Evil_(2014_film)]",165600000,33000000,49800000,1.509090909,2
Marcus Nispel,[https://en.wikipedia.org/wiki/Conan_the_Barbarian_(2011_film)],48800000,90000000,-65600000,-0.728888889,1
Kevin Munroe,"[https://en.wikipedia.org/wiki/Dylan_Dog:_Dead_of_Night, https://en.wikipedia.org/wiki/Ratchet_%26_Clank_(film)]",17634062,40000000,-31182969,-0.779574225,2
Mark Romanek,[https://en.wikipedia.org/wiki/Never_Let_Me_Go_(2010_film)],9500000,15000000,-10250000,-0.683333333,1
The Brothers Strause,[https://en.wikipedia.org/wiki/Skyline_(film)],78693371,10000000,29346685.5,2.93466855,1
Susanne Bier,[https://en.wikipedia.org/wiki/Serena_(2014_film)],3900000,25000000,-23050000,-0.922,1
Scott Hicks,[https://en.wikipedia.org/wiki/The_Lucky_One_(film)],99400000,25000000,24700000,0.988,1
David R. Ellis,"[https://en.wikipedia.org/wiki/The_Final_Destination, https://en.wikipedia.org/wiki/Shark_Night_3D]",226336479,65000000,48168239.5,0.741049838,2
Lorene Scafaria,[https://en.wikipedia.org/wiki/Seeking_a_Friend_for_the_End_of_the_World],9600000,10000000,-5200000,-0.52,1
Mike Mitchell,[https://en.wikipedia.org/wiki/Shrek_Forever_After],752600000,135000000,241300000,1.787407407,1
"Anthony RussoJoe Russo","[https://en.wikipedia.org/wiki/Captain_America:_The_Winter_Soldier, https://en.wikipedia.org/wiki/Captain_America:_Civil_War, https://en.wikipedia.org/wiki/Captain_America:_The_Winter_Soldier]",2581800000,590000000,700900000,1.187966102,3
Mike Disa,[https://en.wikipedia.org/wiki/Hoodwinked_Too!_Hood_vs._Evil],16960968,30000000,-21519516,-0.7173172,1
Jean-Baptiste LÃ©onetti,[https://en.wikipedia.org/wiki/Beyond_the_Reach],0,0,0,,1
Erik Van Looy,[https://en.wikipedia.org/wiki/The_Loft_(film)],10100000,14000000,-8950000,-0.639285714,1
"Chris SandersDean DeBlois","[https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_(film), https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_(film)]",989800000,330000000,164900000,0.49969697,2
Alexandre Moors,[https://en.wikipedia.org/wiki/Blue_Caprice],0,0,0,,1
"Dinesh D'SouzaJohn Sullivan",[https://en.wikipedia.org/wiki/America:_Imagine_the_World_Without_Her],14400000,5000000,2200000,0.44,1
"Anthony BellBen Gluck",[https://en.wikipedia.org/wiki/Alpha_and_Omega_(film)],50500000,20000000,5250000,0.2625,1
Michael J. Bassett,[https://en.wikipedia.org/wiki/Silent_Hill:_Revelation_3D],52300000,20000000,6150000,0.3075,1
Leslie Small,[https://en.wikipedia.org/wiki/Kevin_Hart:_Let_Me_Explain],32300000,2500000,13650000,5.46,1
Stacie Passon,[https://en.wikipedia.org/wiki/Concussion_(2013_film)],0,0,0,,1
"Nicholas StollerDoug Sweetland",[https://en.wikipedia.org/wiki/Storks_(film)],182400000,70000000,21200000,0.302857143,1
Stephen Chbosky,[https://en.wikipedia.org/wiki/The_Perks_of_Being_a_Wallflower_(film)],33400000,13000000,3700000,0.284615385,1
Luke Scott,[https://en.wikipedia.org/wiki/Morgan_(2016_film)],8800000,8000000,-3600000,-0.45,1
Peter Sohn,[https://en.wikipedia.org/wiki/The_Good_Dinosaur],332200000,175000000,-8900000,-0.050857143,1
Rod Lurie,[https://en.wikipedia.org/wiki/Straw_Dogs_(2011_film)],11200000,25000000,-19400000,-0.776,1
Ben Lewin,[https://en.wikipedia.org/wiki/The_Sessions_(film)],9138338,1000000,3569169,3.569169,1
Jeremy Saulnier,"[https://en.wikipedia.org/wiki/Blue_Ruin, https://en.wikipedia.org/wiki/Green_Room_(film)]",4793313,5420000,-3023343.5,-0.557812454,2
Spencer Susser,[https://en.wikipedia.org/wiki/Hesher_(film)],449702,7000000,-6775149,-0.967878429,1
Gore Verbinski,"[https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End, https://en.wikipedia.org/wiki/Rango_(2011_film), https://en.wikipedia.org/wiki/The_Lone_Ranger_(2013_film)]",1469600000,660000000,74800000,0.113333333,3
Jodie Foster,"[https://en.wikipedia.org/wiki/The_Beaver_(film), https://en.wikipedia.org/wiki/Money_Monster]",99700000,48000000,1850000,0.038541667,2
Wally Pfister,[https://en.wikipedia.org/wiki/Transcendence_(2014_film)],103000000,100000000,-48500000,-0.485,1
Mark Neveldine,[https://en.wikipedia.org/wiki/The_Vatican_Tapes],13500000,13000000,-6250000,-0.480769231,1
Mike Binder,[https://en.wikipedia.org/wiki/Black_or_White_(film)],21700000,9000000,1850000,0.205555556,1
Ry Russo-Young,[https://en.wikipedia.org/wiki/Nobody_Walks],0,0,0,,1
Nick Cassavetes,[https://en.wikipedia.org/wiki/The_Other_Woman_(2014_film)],196700000,40000000,58350000,1.45875,1
Matthew Diamond,[https://en.wikipedia.org/wiki/The_Oogieloves_in_the_Big_Balloon_Adventure],1100000,20000000,-19450000,-0.9725,1
Spike Lee,"[https://en.wikipedia.org/wiki/Red_Hook_Summer, https://en.wikipedia.org/wiki/Oldboy_(2013_film)]",4900000,30000000,-27550000,-0.918333333,2
James Tucker,[https://en.wikipedia.org/wiki/Superman:_Unbound],0,0,0,,1
Rob Zombie,[https://en.wikipedia.org/wiki/The_Lords_of_Salem_(film)],1544989,1500000,-727505.5,-0.485003667,1
Jorge R. Gutierrez,[https://en.wikipedia.org/wiki/The_Book_of_Life_(2014_film)],100000000,50000000,0,0,1
Stephen Herek,[https://en.wikipedia.org/wiki/The_Chaperone_(film)],14400,3000000,-2992800,-0.9976,1
Asger Leth,[https://en.wikipedia.org/wiki/Man_on_a_Ledge],46200000,42000000,-18900000,-0.45,1
Anand Tucker,[https://en.wikipedia.org/wiki/Leap_Year_(2010_film)],32600000,19000000,-2700000,-0.142105263,1
Todd Berger,[https://en.wikipedia.org/wiki/It%27s_a_Disaster],0,0,0,,1
See below,"[https://en.wikipedia.org/wiki/Star_Trek_(film_series)#Reboot_films, https://en.wikipedia.org/wiki/Star_Trek_(film_series)]",4600000000,1440000000,860000000,0.597222222,2
Bobcat Goldthwait,[https://en.wikipedia.org/wiki/God_Bless_America_(film)],0,0,0,,1
Raja Gosnell,"[https://en.wikipedia.org/wiki/The_Smurfs_(film), https://en.wikipedia.org/wiki/The_Smurfs_2, https://en.wikipedia.org/wiki/The_Smurfs_(film)]",1474900000,325000000,412450000,1.269076923,3
Jamie Travis,"[https://en.wikipedia.org/wiki/For_a_Good_Time,_Call...]",1251749,1300000,-674125.5,-0.518558077,1
"Stephen Saint LegerJames Mather",[https://en.wikipedia.org/wiki/Lockout_(film)],32200000,20000000,-3900000,-0.195,1
Zal Batmanglij,[https://en.wikipedia.org/wiki/Sound_of_My_Voice],408015,135000,69007.5,0.511166667,1
Mark Schmidt,[https://en.wikipedia.org/wiki/Walking_with_the_Enemy],0,0,0,,1
Edgar Wright,[https://en.wikipedia.org/wiki/Scott_Pilgrim_vs._the_World],47700000,85000000,-61150000,-0.719411765,1
"Mark LinfieldAlastair Fothergill",[https://en.wikipedia.org/wiki/Monkey_Kingdom],0,0,0,,1
Philippe Falardeau,[https://en.wikipedia.org/wiki/The_Good_Lie],0,0,0,,1
Roland Emmerich,"[https://en.wikipedia.org/wiki/White_House_Down, https://en.wikipedia.org/wiki/Independence_Day:_Resurgence, https://en.wikipedia.org/wiki/Independence_Day_(1996_film)]",1412100000,390000000,316050000,0.810384615,3
"Steve MartinoMichael Thurmeier",[https://en.wikipedia.org/wiki/Ice_Age:_Continental_Drift],877000000,95000000,343500000,3.615789474,1
Craig Johnson,[https://en.wikipedia.org/wiki/The_Skeleton_Twins],5700000,1000000,1850000,1.85,1
Lawrence Guterman,[https://en.wikipedia.org/wiki/Cats_%26_Dogs],200700000,60000000,40350000,0.6725,1
Mike Cahill,"[https://en.wikipedia.org/wiki/Another_Earth, https://en.wikipedia.org/wiki/I_Origins]",2275591,1100000,37795.5,0.034359545,2
William Brent Bell,"[https://en.wikipedia.org/wiki/The_Devil_Inside_(film), https://en.wikipedia.org/wiki/The_Boy_(2016_film)]",166000000,11000000,72000000,6.545454545,2
Bryan Buckley,[https://en.wikipedia.org/wiki/The_Bronze_(film)],615816,3500000,-3192092,-0.912026286,1
Mark Waters,"[https://en.wikipedia.org/wiki/Mr._Popper%27s_Penguins_(film), https://en.wikipedia.org/wiki/Vampire_Academy_(film)]",202700000,85000000,16350000,0.192352941,2
Jeff Tremaine,"[https://en.wikipedia.org/wiki/Jackass_3-D, https://en.wikipedia.org/wiki/Jackass_Number_Two, https://en.wikipedia.org/wiki/Jackass_Presents:_Bad_Grandpa]",408100000,46500000,157550000,3.388172043,3
Alejandro Monteverde,[https://en.wikipedia.org/wiki/Little_Boy_(film)],17700000,20000000,-11150000,-0.5575,1
Walter Hill,[https://en.wikipedia.org/wiki/Bullet_to_the_Head],21900000,55000000,-44050000,-0.800909091,1
Jason Moore,[https://en.wikipedia.org/wiki/Pitch_Perfect],115400000,17000000,40700000,2.394117647,1
George Lucas,[https://en.wikipedia.org/wiki/Star_Wars:_Episode_I_%E2%80%93_The_Phantom_Menace],1027000000,115000000,398500000,3.465217391,1
James Gunn,"[https://en.wikipedia.org/wiki/Super_(2010_American_film), https://en.wikipedia.org/wiki/Guardians_of_the_Galaxy_(film)]",773722618,234800000,152061309,0.647620566,2
Jon Turteltaub,"[https://en.wikipedia.org/wiki/The_Sorcerer%27s_Apprentice_(2010_film), https://en.wikipedia.org/wiki/Last_Vegas]",349700000,178000000,-3150000,-0.017696629,2
Kate Barker-Froyland,[https://en.wikipedia.org/wiki/Song_One],32251,6000000,-5983874.5,-0.997312417,1
Courteney Cox,[https://en.wikipedia.org/wiki/Just_Before_I_Go],0,0,0,,1
Mark Steven Johnson,"[https://en.wikipedia.org/wiki/When_in_Rome_(2010_film), https://en.wikipedia.org/wiki/Ghost_Rider_(2007_film), https://en.wikipedia.org/wiki/Killing_Season_(film)]",271700000,165000000,-29150000,-0.176666667,3
David Fincher,"[https://en.wikipedia.org/wiki/The_Social_Network, https://en.wikipedia.org/wiki/The_Girl_with_the_Dragon_Tattoo_(2011_film), https://en.wikipedia.org/wiki/Gone_Girl_(film)]",826800000,191000000,222400000,1.164397906,3
Nima Nourizadeh,[https://en.wikipedia.org/wiki/Project_X_(2012_film)],102700000,12000000,39350000,3.279166667,1
Neil LaBute,"[https://en.wikipedia.org/wiki/Death_at_a_Funeral_(2010_film), https://en.wikipedia.org/wiki/Some_Velvet_Morning_(film)]",49100000,21000000,3550000,0.169047619,2
Eric Brevig,[https://en.wikipedia.org/wiki/Yogi_Bear_(film)],201600000,80000000,20800000,0.26,1
Steve McQueen,[https://en.wikipedia.org/wiki/12_Years_a_Slave_(film)],187700000,17100000,76750000,4.488304094,1
Julio DePietro,[https://en.wikipedia.org/wiki/The_Good_Guy_(film)],100688,3200000,-3149656,-0.9842675,1
Alan Taylor,"[https://en.wikipedia.org/wiki/Thor:_The_Dark_World, https://en.wikipedia.org/wiki/Terminator_Genisys]",1085200000,294900000,247700000,0.839945744,2
Steven Quale,"[https://en.wikipedia.org/wiki/Final_Destination_5, https://en.wikipedia.org/wiki/Into_the_Storm_(2014_film)]",319600000,90000000,69800000,0.775555556,2
David Dobkin,"[https://en.wikipedia.org/wiki/The_Change-Up, https://en.wikipedia.org/wiki/The_Judge_(2014_film)]",159900000,102000000,-22050000,-0.216176471,2
Chris Rock,[https://en.wikipedia.org/wiki/Top_Five],26100000,12000000,1050000,0.0875,1
Ruben Fleischer,"[https://en.wikipedia.org/wiki/30_Minutes_or_Less, https://en.wikipedia.org/wiki/Gangster_Squad_(film)]",145700000,88000000,-15150000,-0.172159091,2
Sharon Maguire,[https://en.wikipedia.org/wiki/Bridget_Jones%27s_Baby],212000000,35000000,71000000,2.028571429,1
Peter Bogdanovich,[https://en.wikipedia.org/wiki/She%27s_Funny_That_Way],0,0,0,,1
Quentin Dupieux,[https://en.wikipedia.org/wiki/Wrong_(film)],0,0,0,,1
Aaron Schneider,[https://en.wikipedia.org/wiki/Get_Low_(film)],9700000,7000000,-2150000,-0.307142857,1
Josh Trank,[https://en.wikipedia.org/wiki/Chronicle_(film)],126600000,12000000,51300000,4.275,1
Andrew Stanton,"[https://en.wikipedia.org/wiki/Finding_Nemo, https://en.wikipedia.org/wiki/John_Carter_(film), https://en.wikipedia.org/wiki/Finding_Dory, https://en.wikipedia.org/wiki/Finding_Nemo]",3192700000,638000000,958350000,1.502115987,4
Robert Zemeckis,[https://en.wikipedia.org/wiki/Flight_(2012_film)],161800000,31000000,49900000,1.609677419,1
Ramin Bahrani,[https://en.wikipedia.org/wiki/At_Any_Price_(film)],0,0,0,,1
Destin Daniel Cretton,[https://en.wikipedia.org/wiki/Short_Term_12],1600000,1000000,-200000,-0.2,1
Adam Shankman,[https://en.wikipedia.org/wiki/Rock_of_Ages_(2012_film)],59400000,75000000,-45300000,-0.604,1
"Youssef DelaraMichael D. Olmos",[https://en.wikipedia.org/wiki/Filly_Brown],0,0,0,,1
Marnie of [my] Memories,[https://en.wikipedia.org/wiki/When_Marnie_Was_There],0,0,0,,1
Gary Fleder,[https://en.wikipedia.org/wiki/Homefront_(film)],43100000,22000000,-450000,-0.020454545,1
"Glenn FicarraJohn Requa","[https://en.wikipedia.org/wiki/Crazy,_Stupid,_Love., https://en.wikipedia.org/wiki/Focus_(2015_film), https://en.wikipedia.org/wiki/Whiskey_Tango_Foxtrot_(film)]",326900000,135100000,28350000,0.20984456,3
Anthony Burns,[https://en.wikipedia.org/wiki/Skateland],0,0,0,,1
Matt Reeves,"[https://en.wikipedia.org/wiki/Let_Me_In_(film), https://en.wikipedia.org/wiki/Dawn_of_the_Planet_of_the_Apes, https://en.wikipedia.org/wiki/Cloverfield]",905500000,215000000,237750000,1.105813953,3
Abe Sylvia,"[https://en.wikipedia.org/wiki/Dirty_Girl_(2010_film), https://en.wikipedia.org/wiki/Dirty_Girl_(2010_film)]",110250,8000000,-7944875,-0.993109375,2
"Bobby FarrellyPeter Farrelly","[https://en.wikipedia.org/wiki/Hall_Pass_(film), https://en.wikipedia.org/wiki/The_Three_Stooges_(2012_film), https://en.wikipedia.org/wiki/Dumb_and_Dumber_To]",307800000,116000000,37900000,0.326724138,3
Patrick Lussier,[https://en.wikipedia.org/wiki/Drive_Angry],28900000,50000000,-35550000,-0.711,1
Stan Foster,[https://en.wikipedia.org/wiki/Preacher%27s_Kid_(film)],515065,3000000,-2742467.5,-0.914155833,1
Gregg Araki,[https://en.wikipedia.org/wiki/Kaboom_(film)],0,0,0,,1
Joshua Goldin,[https://en.wikipedia.org/wiki/Wonderful_World_(2009_film)],0,0,0,,1
Matthew Vaughn,"[https://en.wikipedia.org/wiki/Kick-Ass_(film), https://en.wikipedia.org/wiki/X-Men:_First_Class, https://en.wikipedia.org/wiki/Kick-Ass_(film), https://en.wikipedia.org/wiki/X-Men:_First_Class, https://en.wikipedia.org/wiki/X-Men:_First_Class, https://en.wikipedia.org/wiki/Kingsman:_The_Secret_Service]",1667600000,570000000,263800000,0.462807018,6
Dan Trachtenberg,[https://en.wikipedia.org/wiki/10_Cloverfield_Lane],108300000,15000000,39150000,2.61,1
"Chris RenaudKyle Balda (co-director)",[https://en.wikipedia.org/wiki/The_Lorax_(film)],348800000,70000000,104400000,1.491428571,1
Derrick Borte,[https://en.wikipedia.org/wiki/The_Joneses],7022728,10000000,-6488636,-0.6488636,1
Christopher Spencer,[https://en.wikipedia.org/wiki/Son_of_God_(film)],67800000,22000000,11900000,0.540909091,1
James Mangold,"[https://en.wikipedia.org/wiki/Knight_and_Day, https://en.wikipedia.org/wiki/The_Wolverine_(film)]",676700000,237000000,101350000,0.427637131,2
Liza Johnson,"[https://en.wikipedia.org/wiki/Hateship,_Loveship, https://en.wikipedia.org/wiki/Elvis_%26_Nixon]",1400000,4000000,-3300000,-0.825,2
James Ponsoldt,"[https://en.wikipedia.org/wiki/Smashed_(film), https://en.wikipedia.org/wiki/The_Spectacular_Now]",7399725,3000000,699862.5,0.2332875,2
Bill Condon,"[https://en.wikipedia.org/wiki/The_Twilight_Saga:_Breaking_Dawn_-_Part_1, https://en.wikipedia.org/wiki/The_Twilight_Saga:_Breaking_Dawn_-_Part_1, https://en.wikipedia.org/wiki/The_Fifth_Estate_(film)]",1433000000,283000000,433500000,1.53180212,3
Galt Niederhoffer,[https://en.wikipedia.org/wiki/The_Romantics_(film)],123820,4500000,-4438090,-0.986242222,1
Alexandre Aja,"[https://en.wikipedia.org/wiki/Mirrors_(film), https://en.wikipedia.org/wiki/Piranha_3-D]",160600000,59000000,21300000,0.361016949,2
Matt Ross,[https://en.wikipedia.org/wiki/28_Hotel_Rooms],0,0,0,,1
Gillian Robespierre,[https://en.wikipedia.org/wiki/Obvious_Child],3300000,1000000,650000,0.65,1
Casey Affleck,[https://en.wikipedia.org/wiki/I%27m_Still_Here_(2010_film)],0,0,0,,1
Paul King,[https://en.wikipedia.org/wiki/Paddington_(film)],0,0,0,,1
Susanna White,[https://en.wikipedia.org/wiki/Nanny_McPhee_Returns],93251121,35000000,11625560.5,0.332158871,1
Stephen Sommers,[https://en.wikipedia.org/wiki/G.I._Joe:_The_Rise_of_Cobra],302500000,175000000,-23750000,-0.135714286,1
"Michael SpierigPeter Spierig",[https://en.wikipedia.org/wiki/Daybreakers],51400000,20000000,5700000,0.285,1
"Stephen J. AndersonDon Hall",[https://en.wikipedia.org/wiki/Winnie_the_Pooh_(2011_film)],50100000,30000000,-4950000,-0.165,1
Rodrigo CortÃ©s,"[https://en.wikipedia.org/wiki/Buried_(film), https://en.wikipedia.org/wiki/Red_Lights_(2012_film)]",21300000,2000000,8650000,4.325,2
McG,"[https://en.wikipedia.org/wiki/This_Means_War_(film), https://en.wikipedia.org/wiki/3_Days_to_Kill, https://en.wikipedia.org/wiki/Terminator_Salvation]",580500000,293000000,-2750000,-0.009385666,3
Richard LaGravenese,"[https://en.wikipedia.org/wiki/Beautiful_Creatures_(2013_film), https://en.wikipedia.org/wiki/The_Last_5_Years_(film)]",60245427,62000000,-31877286.5,-0.514149782,2
Philippe Caland,[https://en.wikipedia.org/wiki/Repentance_(2014_film)],0,0,0,,1
Nicole Kassell,[https://en.wikipedia.org/wiki/A_Little_Bit_of_Heaven_(2011_film)],1296937,12500000,-11851531.5,-0.94812252,1
Brian A. Miller,[https://en.wikipedia.org/wiki/Officer_Down],0,0,0,,1
Sam Esmail,[https://en.wikipedia.org/wiki/Comet_(film)],0,0,0,,1
Jordan Vogt-Roberts,[https://en.wikipedia.org/wiki/The_Kings_of_Summer],0,0,0,,1
Will Gluck,"[https://en.wikipedia.org/wiki/Easy_A, https://en.wikipedia.org/wiki/Friends_with_Benefits_(film), https://en.wikipedia.org/wiki/Annie_(2014_film)]",358300000,108000000,71150000,0.658796296,3
Jonathan Levine,"[https://en.wikipedia.org/wiki/50/50_(2011_film), https://en.wikipedia.org/wiki/Warm_Bodies_(film)]",158100000,43000000,36050000,0.838372093,2
Brian Percival,[https://en.wikipedia.org/wiki/The_Book_Thief_(film)],76600000,19000000,19300000,1.015789474,1
Olivier Megaton,"[https://en.wikipedia.org/wiki/Colombiana_(film), https://en.wikipedia.org/wiki/Taken_2, https://en.wikipedia.org/wiki/Taken_3]",763500000,128000000,253750000,1.982421875,3
Karyn Kusama,[https://en.wikipedia.org/wiki/The_Invitation_(2015_film)],354835,1000000,-822582.5,-0.8225825,1
Peter Winther,[https://en.wikipedia.org/wiki/The_Wicked_(2013_film)],2345675,1200000,-27162.5,-0.022635417,1
M. Night Shyamalan,"[https://en.wikipedia.org/wiki/The_Last_Airbender, https://en.wikipedia.org/wiki/After_Earth]",563500000,280000000,1750000,0.00625,2
"Mark DuplassJay Duplass",[https://en.wikipedia.org/wiki/The_Do-Deca-Pentathlon],0,0,0,,1
Ariel Vromen,"[https://en.wikipedia.org/wiki/The_Iceman_(film), https://en.wikipedia.org/wiki/Criminal_(2016_film)]",43200000,41500000,-19900000,-0.479518072,2
Bill Guttentag,[https://en.wikipedia.org/wiki/Knife_Fight_(film)],0,0,0,,1
Alejandro G. IÃ±Ã¡rritu,[https://en.wikipedia.org/wiki/The_Revenant_(2015_film)],533000000,135000000,131500000,0.974074074,1
Peter Segal,[https://en.wikipedia.org/wiki/Grudge_Match_(film)],44900000,40000000,-17550000,-0.43875,1
Debra Granik,[https://en.wikipedia.org/wiki/Winter%27s_Bone],16100000,2000000,6050000,3.025,1
"Clay KaytisFergal Reilly",[https://en.wikipedia.org/wiki/Angry_Birds_(film)],349800000,73000000,101900000,1.395890411,1
Jim Field Smith,"[https://en.wikipedia.org/wiki/She%27s_Out_of_My_League, https://en.wikipedia.org/wiki/Butter_(2011_film)]",49800000,20000000,4900000,0.245,2
Robert Stromberg,[https://en.wikipedia.org/wiki/Maleficent_(film)],758500000,180000000,199250000,1.106944444,1
Jeff Nichols,"[https://en.wikipedia.org/wiki/Take_Shelter, https://en.wikipedia.org/wiki/Mud_(2012_film), https://en.wikipedia.org/wiki/Midnight_Special_(film)]",43800000,32750000,-10850000,-0.33129771,3
Darren Lynn Bousman,[https://en.wikipedia.org/wiki/11-11-11_(film)],0,0,0,,1
Wes Craven,"[https://en.wikipedia.org/wiki/My_Soul_to_Take, https://en.wikipedia.org/wiki/A_Nightmare_on_Elm_Street_(1984_film), https://en.wikipedia.org/wiki/Scream_4, https://en.wikipedia.org/wiki/Scream_3]",305900000,106800000,46150000,0.432116105,4
Bryan Singer,"[https://en.wikipedia.org/wiki/Jack_the_Giant_Slayer, https://en.wikipedia.org/wiki/X-Men:_Days_of_Future_Past, https://en.wikipedia.org/wiki/X-Men:_Apocalypse]",1489500000,563000000,181750000,0.322824156,3
John Krokidas,[https://en.wikipedia.org/wiki/Kill_Your_Darlings_(2013_film)],0,0,0,,1
"Jennifer Yuh NelsonAlessandro Carloni",[https://en.wikipedia.org/wiki/Kung_Fu_Panda_3],521200000,145000000,115600000,0.797241379,1
Mel Damski,[https://en.wikipedia.org/wiki/Legendary_(film)],200393,5000000,-4899803.5,-0.9799607,1
Adam McKay,"[https://en.wikipedia.org/wiki/The_Other_Guys, https://en.wikipedia.org/wiki/Anchorman_2:_The_Legend_Continues, https://en.wikipedia.org/wiki/Anchorman:_The_Legend_of_Ron_Burgundy]",434600000,176000000,41300000,0.234659091,3
JosÃ© Padilha,[https://en.wikipedia.org/wiki/RoboCop_(2014_film)],242700000,100000000,21350000,0.2135,1
Steven Soderbergh,"[https://en.wikipedia.org/wiki/Contagion_(film), https://en.wikipedia.org/wiki/Haywire_(film), https://en.wikipedia.org/wiki/Magic_Mike, https://en.wikipedia.org/wiki/Behind_the_Candelabra, https://en.wikipedia.org/wiki/Side_Effects_(2013_film)]",416200000,143000000,65100000,0.455244755,5
Nicholas Stoller,"[https://en.wikipedia.org/wiki/Get_Him_to_the_Greek, https://en.wikipedia.org/wiki/The_Five-Year_Engagement, https://en.wikipedia.org/wiki/Neighbors_(2014_film), https://en.wikipedia.org/wiki/Neighbors_2:_Sorority_Rising, https://en.wikipedia.org/wiki/Neighbors_(2014_film)]",794600000,141000000,256300000,1.817730496,5
Emily Young,[https://en.wikipedia.org/wiki/Veronika_Decides_to_Die_(film)],0,0,0,,1
Tom Dey,[https://en.wikipedia.org/wiki/Marmaduke_(film)],83800000,50000000,-8100000,-0.162,1
