actor_name,movies,revenues,costs,gross_profit,return,count
Adam G. Sevani,"[https://en.wikipedia.org/wiki/Step_Up:_All_In, https://en.wikipedia.org/wiki/Step_Up_2:_The_Streets]",237000000,62500000,56000000,0.896,2
Chris Barnes,[https://en.wikipedia.org/wiki/The_Bad_News_Bears],42349782,9000000,12174891,1.352765667,1
Taryn Manning,"[https://en.wikipedia.org/wiki/Crossroads_(2002_film), https://en.wikipedia.org/wiki/Hustle_%26_Flow]",84700000,14800000,27550000,1.861486486,2
Priyanka Chopra,[https://en.wikipedia.org/wiki/Planes_(film)],239300000,50000000,69650000,1.393,1
Riki Lindhome,"[https://en.wikipedia.org/wiki/Fun_Size, https://en.wikipedia.org/wiki/Hell_Baby]",11408785,16500000,-10795607.5,-0.654279242,2
Tom Waits,"[https://en.wikipedia.org/wiki/Coffee_and_Cigarettes, https://en.wikipedia.org/wiki/The_Imaginarium_of_Doctor_Parnassus, https://en.wikipedia.org/wiki/Wristcutters:_A_Love_Story]",64854026,31000000,1427013,0.046032677,3
Daniel Baldwin,[https://en.wikipedia.org/wiki/Paparazzi_(2004_film)],16796512,20000000,-11601744,-0.5800872,1
Liam Aiken,"[https://en.wikipedia.org/wiki/Good_Boy!, https://en.wikipedia.org/wiki/Lemony_Snicket%27s_A_Series_of_Unfortunate_Events]",254400000,158000000,-30800000,-0.194936709,2
Anton Yelchin,"[https://en.wikipedia.org/wiki/Fright_Night_(2011_film), https://en.wikipedia.org/wiki/Green_Room_(film), https://en.wikipedia.org/wiki/Hearts_in_Atlantis_(film), https://en.wikipedia.org/wiki/House_of_D, https://en.wikipedia.org/wiki/Like_Crazy_(2011_film), https://en.wikipedia.org/wiki/Star_Trek_(film), https://en.wikipedia.org/wiki/Star_Trek_Beyond, https://en.wikipedia.org/wiki/Star_Trek_Into_Darkness, https://en.wikipedia.org/wiki/Terminator_Salvation, https://en.wikipedia.org/wiki/The_Beaver_(film), https://en.wikipedia.org/wiki/The_Smurfs_(film), https://en.wikipedia.org/wiki/The_Smurfs_2]",2565388532,1028250000,254444266,0.247453699,12
Mike Binder,"[https://en.wikipedia.org/wiki/Reign_Over_Me, https://en.wikipedia.org/wiki/The_Contender_(2000_film), https://en.wikipedia.org/wiki/The_Upside_of_Anger]",72799001,52000000,-15600499.5,-0.300009606,3
Joseph Julian Soria,[https://en.wikipedia.org/wiki/Camp_X-Ray_(film)],60581,1000000,-969709.5,-0.9697095,1
Eddie Murphy,"[https://en.wikipedia.org/wiki/A_Thousand_Words_(film), https://en.wikipedia.org/wiki/Daddy_Day_Care, https://en.wikipedia.org/wiki/Dr._Dolittle_(film), https://en.wikipedia.org/wiki/Dr._Dolittle_2, https://en.wikipedia.org/wiki/Dreamgirls_(film), https://en.wikipedia.org/wiki/I_Spy_(film), https://en.wikipedia.org/wiki/Imagine_That_(film), https://en.wikipedia.org/wiki/Meet_Dave, https://en.wikipedia.org/wiki/Norbit, https://en.wikipedia.org/wiki/Nutty_Professor_II:_The_Klumps, https://en.wikipedia.org/wiki/Showtime_(film), https://en.wikipedia.org/wiki/Shrek, https://en.wikipedia.org/wiki/Shrek_2, https://en.wikipedia.org/wiki/Shrek_Forever_After, https://en.wikipedia.org/wiki/Shrek_the_Third, https://en.wikipedia.org/wiki/The_Adventures_of_Pluto_Nash, https://en.wikipedia.org/wiki/The_Haunted_Mansion_(film), https://en.wikipedia.org/wiki/The_Nutty_Professor_(1996_film), https://en.wikipedia.org/wiki/Tower_Heist]",4911500000,1558500000,897250000,0.575713827,19
Bob Dylan,[https://en.wikipedia.org/wiki/Masked_and_Anonymous],0,0,0,,1
Tyne Daly,"[https://en.wikipedia.org/wiki/Hello,_My_Name_Is_Doris]",14700000,1000000,6350000,6.35,1
Bud Luckey,[https://en.wikipedia.org/wiki/Winnie_the_Pooh_(2011_film)],50100000,30000000,-4950000,-0.165,1
Meg White,[https://en.wikipedia.org/wiki/Coffee_and_Cigarettes],0,0,0,,1
Rebecca Romijn Stamos,[https://en.wikipedia.org/wiki/The_Punisher_(2004_film)],54700000,33000000,-5650000,-0.171212121,1
Maury Chaykin,"[https://en.wikipedia.org/wiki/Casino_Jack, https://en.wikipedia.org/wiki/The_Art_of_War_(film)]",41500000,72500000,-51750000,-0.713793103,2
Marilyn Manson,[https://en.wikipedia.org/wiki/Party_Monster_(2003_film)],742898,5000000,-4628551,-0.9257102,1
Colleen Camp,[https://en.wikipedia.org/wiki/Die_Hard_with_a_Vengeance],366100000,90000000,93050000,1.033888889,1
L. Scott Caldwell,[https://en.wikipedia.org/wiki/Like_Dandelion_Dust],0,0,0,,1
Richard Carter,[https://en.wikipedia.org/wiki/Happy_Feet_Two],150400000,135000000,-59800000,-0.442962963,1
Kirk Cameron,"[https://en.wikipedia.org/wiki/Fireproof_(film), https://en.wikipedia.org/wiki/Saving_Christmas]",36273297,1000000,17136648.5,17.1366485,2
Bill Keller,[https://en.wikipedia.org/wiki/Page_One:_A_Year_Inside_the_New_York_Times],0,0,0,,1
David Vert,[https://en.wikipedia.org/wiki/REC_(film)],32500000,2000000,14250000,7.125,1
Sean Penn,"[https://en.wikipedia.org/wiki/21_Grams, https://en.wikipedia.org/wiki/All_the_King%27s_Men_(2006_film), https://en.wikipedia.org/wiki/Angry_Birds_(film), https://en.wikipedia.org/wiki/Fair_Game_(2010_film), https://en.wikipedia.org/wiki/Gangster_Squad_(film), https://en.wikipedia.org/wiki/I_Am_Sam, https://en.wikipedia.org/wiki/Milk_(film), https://en.wikipedia.org/wiki/Mystic_River_(film), https://en.wikipedia.org/wiki/The_Assassination_of_Richard_Nixon, https://en.wikipedia.org/wiki/The_Gunman_(film), https://en.wikipedia.org/wiki/The_Interpreter, https://en.wikipedia.org/wiki/The_Secret_Life_of_Walter_Mitty_(2013_film), https://en.wikipedia.org/wiki/The_Tree_of_Life_(film), https://en.wikipedia.org/wiki/What_Just_Happened]",1294929027,584000000,63464513.5,0.108672112,14
Jeremy Irvine,"[https://en.wikipedia.org/wiki/Beyond_the_Reach, https://en.wikipedia.org/wiki/The_Woman_in_Black_2:_Angel_of_Death]",48900000,15000000,9450000,0.63,2
Omid Djalili,"[https://en.wikipedia.org/wiki/Modigliani_(film), https://en.wikipedia.org/wiki/The_Love_Guru]",40900000,62000000,-41550000,-0.67016129,2
Michael Rennie,[https://en.wikipedia.org/wiki/The_Day_the_Earth_Stood_Still_(1951_film)],1850000,995000,-70000,-0.070351759,1
The Staples Singers,[https://en.wikipedia.org/wiki/Wattstax],0,0,0,,1
Gaelan Connell,[https://en.wikipedia.org/wiki/Bandslam],12225023,20000000,-13887488.5,-0.694374425,1
David Dastmalchian,[https://en.wikipedia.org/wiki/Ant-Man_(film)],519300000,130000000,129650000,0.997307692,1
Marla Sokoloff,"[https://en.wikipedia.org/wiki/Dude,_Where%27s_My_Car%3F, https://en.wikipedia.org/wiki/Sugar_%26_Spice, https://en.wikipedia.org/wiki/Whatever_It_Takes_(2000_film)]",100011062,72000000,-21994469,-0.305478736,3
Marion Cotillard,"[https://en.wikipedia.org/wiki/A_Good_Year, https://en.wikipedia.org/wiki/A_Very_Long_Engagement, https://en.wikipedia.org/wiki/Big_Fish, https://en.wikipedia.org/wiki/Contagion_(film), https://en.wikipedia.org/wiki/Inception, https://en.wikipedia.org/wiki/Midnight_in_Paris, https://en.wikipedia.org/wiki/Nine_(2009_live-action_film), https://en.wikipedia.org/wiki/Public_Enemies_(2009_film), https://en.wikipedia.org/wiki/Taxi_(1998_film), https://en.wikipedia.org/wiki/The_Dark_Knight_Rises]",2793600000,836700000,560100000,0.669415561,10
Tatiana Maslany,"[https://en.wikipedia.org/wiki/Diary_of_the_Dead, https://en.wikipedia.org/wiki/Woman_in_Gold_(film)]",66900000,13000000,20450000,1.573076923,2
Lauren Lee Smith,"[https://en.wikipedia.org/wiki/Pathology_(film), https://en.wikipedia.org/wiki/Trick_%27r_Treat]",13500000,12000000,-5250000,-0.4375,2
Bebe Neuwirth,"[https://en.wikipedia.org/wiki/Fame_(2009_film), https://en.wikipedia.org/wiki/Le_Divorce, https://en.wikipedia.org/wiki/Tadpole_(film)]",80384874,18150000,22042437,1.214459339,3
Catherine Zeta-Jones,"[https://en.wikipedia.org/wiki/America%27s_Sweethearts, https://en.wikipedia.org/wiki/Broken_City_(film), https://en.wikipedia.org/wiki/Chicago_(2002_film), https://en.wikipedia.org/wiki/Intolerable_Cruelty, https://en.wikipedia.org/wiki/No_Reservations_(film), https://en.wikipedia.org/wiki/Ocean%27s_Twelve, https://en.wikipedia.org/wiki/RED_2_(film), https://en.wikipedia.org/wiki/Rock_of_Ages_(2012_film), https://en.wikipedia.org/wiki/Side_Effects_(2013_film), https://en.wikipedia.org/wiki/Sinbad:_Legend_of_the_Seven_Seas, https://en.wikipedia.org/wiki/The_Legend_of_Zorro, https://en.wikipedia.org/wiki/The_Mask_of_Zorro, https://en.wikipedia.org/wiki/The_Rebound, https://en.wikipedia.org/wiki/The_Terminal, https://en.wikipedia.org/wiki/Traffic_(2000_film)]",2229401050,869400000,245300525,0.282149212,15
Erik Stolhanske,"[https://en.wikipedia.org/wiki/Beerfest, https://en.wikipedia.org/wiki/Club_Dread, https://en.wikipedia.org/wiki/Super_Troopers]",51087597,27300000,-1756201.5,-0.064329725,3
Adam Goldberg,"[https://en.wikipedia.org/wiki/A_Beautiful_Mind_(film), https://en.wikipedia.org/wiki/All_Over_the_Guy, https://en.wikipedia.org/wiki/D%C3%A9j%C3%A0_Vu_(2006_film), https://en.wikipedia.org/wiki/How_to_Lose_a_Guy_in_10_Days, https://en.wikipedia.org/wiki/Stay_Alive]",698100000,192000000,157050000,0.81796875,5
Morgan Lily,[https://en.wikipedia.org/wiki/Henry_Poole_Is_Here],0,0,0,,1
Jon Stewart,[https://en.wikipedia.org/wiki/Death_to_Smoochy],8382938,50000000,-45808531,-0.91617062,1
Ben Kientz,[https://en.wikipedia.org/wiki/Saving_Christmas],2800000,500000,900000,1.8,1
Beatrice Straight,"[https://en.wikipedia.org/wiki/Endless_Love_(1981_film), https://en.wikipedia.org/wiki/Poltergeist_(1982_film)]",121700000,10700000,50150000,4.686915888,2
Molly Sims,[https://en.wikipedia.org/wiki/Fired_Up!],18599102,20000000,-10700449,-0.53502245,1
Tasha Smith,"[https://en.wikipedia.org/wiki/The_Longshots, https://en.wikipedia.org/wiki/Why_Did_I_Get_Married%3F, https://en.wikipedia.org/wiki/Why_Did_I_Get_Married_Too%3F]",71863718,43000000,-7068141,-0.164375372,3
Anthony Daniels,"[https://en.wikipedia.org/wiki/Star_Wars:_Episode_II_%E2%80%93_Attack_of_the_Clones, https://en.wikipedia.org/wiki/Star_Wars:_Episode_I_%E2%80%93_The_Phantom_Menace, https://en.wikipedia.org/wiki/Star_Wars:_The_Clone_Wars_(film)]",1744700000,238500000,633850000,2.657651992,3
Hunter Parrish,[https://en.wikipedia.org/wiki/Paper_Man_(2009_film)],0,0,0,,1
Pernilla August,[https://en.wikipedia.org/wiki/Star_Wars:_Episode_I_%E2%80%93_The_Phantom_Menace],1027000000,115000000,398500000,3.465217391,1
Ashton Kutcher,"[https://en.wikipedia.org/wiki/A_Lot_Like_Love, https://en.wikipedia.org/wiki/Down_to_You, https://en.wikipedia.org/wiki/Dude,_Where%27s_My_Car%3F, https://en.wikipedia.org/wiki/Guess_Who_(film), https://en.wikipedia.org/wiki/Jobs_(film), https://en.wikipedia.org/wiki/Just_Married, https://en.wikipedia.org/wiki/Killers_(2010_film), https://en.wikipedia.org/wiki/My_Boss%27s_Daughter, https://en.wikipedia.org/wiki/New_Year%27s_Eve_(2011_film), https://en.wikipedia.org/wiki/No_Strings_Attached_(film), https://en.wikipedia.org/wiki/Open_Season_(2006_film), https://en.wikipedia.org/wiki/Spread_(film), https://en.wikipedia.org/wiki/The_Butterfly_Effect, https://en.wikipedia.org/wiki/The_Guardian_(2006_film), https://en.wikipedia.org/wiki/Valentine%27s_Day_(2010_film), https://en.wikipedia.org/wiki/What_Happens_in_Vegas]",1623197528,572789700,238809064,0.416922762,16
Matt Stone,[https://en.wikipedia.org/wiki/Team_America:_World_Police],52100000,32000000,-5950000,-0.1859375,1
Daniel Roebuck,"[https://en.wikipedia.org/wiki/Agent_Cody_Banks, https://en.wikipedia.org/wiki/Agent_Cody_Banks_2:_Destination_London, https://en.wikipedia.org/wiki/Double_Take_(2001_film), https://en.wikipedia.org/wiki/John_Dies_at_the_End_(film)]",119241951,79000000,-19379024.5,-0.245304108,4
Juliet Stevenson,[https://en.wikipedia.org/wiki/Infamous_(film)],2613717,13000000,-11693141.5,-0.899472423,1
James Nesbitt,"[https://en.wikipedia.org/wiki/The_Hobbit:_An_Unexpected_Journey, https://en.wikipedia.org/wiki/The_Hobbit:_The_Desolation_of_Smaug, https://en.wikipedia.org/wiki/The_Way_(film)]",1979400000,425000000,564700000,1.328705882,3
Rei Kikukawa,[https://en.wikipedia.org/wiki/Godzilla:_Final_Wars],12000000,19500000,-13500000,-0.692307692,1
Angie Dickinson,"[https://en.wikipedia.org/wiki/Big_Bad_Love, https://en.wikipedia.org/wiki/Ocean%27s_Eleven_(1960_film), https://en.wikipedia.org/wiki/Pay_It_Forward_(film)]",55700000,40000000,-12150000,-0.30375,3
Nelsan Ellis,[https://en.wikipedia.org/wiki/Get_on_Up_(film)],33400000,30000000,-13300000,-0.443333333,1
Boyd Holbrook,"[https://en.wikipedia.org/wiki/A_Walk_Among_the_Tombstones_(film), https://en.wikipedia.org/wiki/Jane_Got_a_Gun, https://en.wikipedia.org/wiki/Morgan_(2016_film)]",73900000,61000000,-24050000,-0.394262295,3
Shane West,"[https://en.wikipedia.org/wiki/A_Walk_to_Remember, https://en.wikipedia.org/wiki/Echelon_Conspiracy, https://en.wikipedia.org/wiki/Get_Over_It_(film), https://en.wikipedia.org/wiki/The_League_of_Extraordinary_Gentlemen_(film), https://en.wikipedia.org/wiki/What_We_Do_Is_Secret_(film), https://en.wikipedia.org/wiki/Whatever_It_Takes_(2000_film)]",256597031,143800000,-15501484.5,-0.107798919,6
Jeanne Tripplehorn,"[https://en.wikipedia.org/wiki/Basic_Instinct, https://en.wikipedia.org/wiki/Crazy_on_the_Outside, https://en.wikipedia.org/wiki/Swept_Away_(2002_film)]",353900000,59000000,117950000,1.999152542,3
Elizabeth McGovern,[https://en.wikipedia.org/wiki/Woman_in_Gold_(film)],61600000,11000000,19800000,1.8,1
Elden Henson,"[https://en.wikipedia.org/wiki/O_(film), https://en.wikipedia.org/wiki/The_Battle_of_Shaker_Heights, https://en.wikipedia.org/wiki/The_Butterfly_Effect]",115591186,19000000,38795593,2.041873316,3
Monica Bellucci,"[https://en.wikipedia.org/wiki/L%27Appartement, https://en.wikipedia.org/wiki/She_Hate_Me, https://en.wikipedia.org/wiki/Tears_of_the_Sun, https://en.wikipedia.org/wiki/The_Brothers_Grimm_(film), https://en.wikipedia.org/wiki/The_Passion_of_the_Christ, https://en.wikipedia.org/wiki/The_Private_Lives_of_Pippa_Lee, https://en.wikipedia.org/wiki/The_Sorcerer%27s_Apprentice_(2010_film), https://en.wikipedia.org/wiki/Under_Suspicion_(2000_film)]",1021999206,380700000,130299603,0.342263207,8
Trish Gates,"[https://en.wikipedia.org/wiki/United_93_(film), https://en.wikipedia.org/wiki/United_93_(film)#Cast]",152600000,30000000,46300000,1.543333333,2
Damon Wayans,"[https://en.wikipedia.org/wiki/Bamboozled, https://en.wikipedia.org/wiki/Marci_X]",4163650,30000000,-27918175,-0.930605833,2
Fred Willard,"[https://en.wikipedia.org/wiki/A_Mighty_Wind, https://en.wikipedia.org/wiki/American_Wedding, https://en.wikipedia.org/wiki/Anchorman:_The_Legend_of_Ron_Burgundy, https://en.wikipedia.org/wiki/Date_Movie, https://en.wikipedia.org/wiki/Epic_Movie, https://en.wikipedia.org/wiki/Fifty_Shades_of_Black, https://en.wikipedia.org/wiki/For_Your_Consideration_(film), https://en.wikipedia.org/wiki/I_Could_Never_Be_Your_Woman, https://en.wikipedia.org/wiki/Monster_House_(film), https://en.wikipedia.org/wiki/The_Magic_of_Belle_Isle, https://en.wikipedia.org/wiki/The_Wedding_Planner, https://en.wikipedia.org/wiki/WALL-E]",1318456615,463000000,196228307.5,0.423819239,12
Auli'i Cravalho,[https://en.wikipedia.org/wiki/Moana_(2016_film)],617200000,150000000,158600000,1.057333333,1
Jeff Dunham,"[https://en.wikipedia.org/wiki/Dinner_for_Schmucks, https://en.wikipedia.org/wiki/The_Nut_Job]",207300000,111800000,-8150000,-0.072898032,2
Jeremy Shada,[https://en.wikipedia.org/wiki/Team_America:_World_Police],52100000,32000000,-5950000,-0.1859375,1
Georgia Rock,[https://en.wikipedia.org/wiki/The_Bling_Ring],19100000,8000000,1550000,0.19375,1
Kathleen Freeman,[https://en.wikipedia.org/wiki/The_Ladies_Man],0,0,0,,1
Darrell Hammond,[https://en.wikipedia.org/wiki/Agent_Cody_Banks],58700000,28000000,1350000,0.048214286,1
Cavan Kendall,[https://en.wikipedia.org/wiki/Sexy_Beast],0,0,0,,1
Topher Grace,"[https://en.wikipedia.org/wiki/In_Good_Company_(2004_film), https://en.wikipedia.org/wiki/P.S._(film), https://en.wikipedia.org/wiki/Predators_(film), https://en.wikipedia.org/wiki/Spider-Man_3, https://en.wikipedia.org/wiki/Take_Me_Home_Tonight_(film), https://en.wikipedia.org/wiki/The_Big_Wedding, https://en.wikipedia.org/wiki/The_Double_(2011_film), https://en.wikipedia.org/wiki/Valentine%27s_Day_(2010_film), https://en.wikipedia.org/wiki/Win_a_Date_with_Tad_Hamilton!]",1313515580,443000000,213757790,0.482523228,9
Steve Wiebe,[https://en.wikipedia.org/wiki/The_King_of_Kong:_A_Fistful_of_Quarters],0,0,0,,1
Naima Mclean,[https://en.wikipedia.org/wiki/Vehicle_19],0,0,0,,1
Warren Beatty,"[https://en.wikipedia.org/wiki/Bonnie_and_Clyde_(film), https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film), https://en.wikipedia.org/wiki/Town_%26_Country_(film)]",162000000,107500000,-26500000,-0.246511628,3
Kenneth Nkosi,"[https://en.wikipedia.org/wiki/District_9, https://en.wikipedia.org/wiki/Eugene_Khumbanyiwa]",421600000,60000000,150800000,2.513333333,2
Andrew Lawrence,[https://en.wikipedia.org/wiki/Recess:_School%27s_Out],44400000,23000000,-800000,-0.034782609,1
Elizabeth Banks,"[https://en.wikipedia.org/wiki/Definitely,_Maybe, https://en.wikipedia.org/wiki/Fred_Claus, https://en.wikipedia.org/wiki/Heights_(film), https://en.wikipedia.org/wiki/Invincible_(2006_film), https://en.wikipedia.org/wiki/Love_%26_Mercy_(film), https://en.wikipedia.org/wiki/Man_on_a_Ledge, https://en.wikipedia.org/wiki/Meet_Dave, https://en.wikipedia.org/wiki/Movie_43, https://en.wikipedia.org/wiki/Our_Idiot_Brother, https://en.wikipedia.org/wiki/People_Like_Us_(film), https://en.wikipedia.org/wiki/Pitch_Perfect, https://en.wikipedia.org/wiki/Pitch_Perfect_2, https://en.wikipedia.org/wiki/Role_Models, https://en.wikipedia.org/wiki/Seabiscuit_(film), https://en.wikipedia.org/wiki/Slither_(2006_film), https://en.wikipedia.org/wiki/Swept_Away_(2002_film), https://en.wikipedia.org/wiki/The_40-Year-Old_Virgin, https://en.wikipedia.org/wiki/The_Baxter, https://en.wikipedia.org/wiki/The_Hunger_Games:_Catching_Fire, https://en.wikipedia.org/wiki/The_Hunger_Games:_Mockingjay_%E2%80%93_Part_1, https://en.wikipedia.org/wiki/The_Hunger_Games_(film), https://en.wikipedia.org/wiki/The_Next_Three_Days, https://en.wikipedia.org/wiki/The_Sisters_(2005_film), https://en.wikipedia.org/wiki/The_Uninvited_(2009_film), https://en.wikipedia.org/wiki/W._(film), https://en.wikipedia.org/wiki/Walk_of_Shame_(film), https://en.wikipedia.org/wiki/What_to_Expect_When_You%27re_Expecting_(film), https://en.wikipedia.org/wiki/Zack_and_Miri_Make_a_Porno]",3733561249,948100000,918680624.5,0.968970177,28
Jean-Claude La Marre,[https://en.wikipedia.org/wiki/Color_of_the_Cross],0,0,0,,1
Lauren German,[https://en.wikipedia.org/wiki/Hostel:_Part_II],35600000,10200000,7600000,0.745098039,1
Randy Couture,"[https://en.wikipedia.org/wiki/Redbelt, https://en.wikipedia.org/wiki/The_Expendables_(2010_film), https://en.wikipedia.org/wiki/The_Expendables_2, https://en.wikipedia.org/wiki/The_Expendables_3]",797174090,279000000,119587045,0.428627401,4
Paul James,[https://en.wikipedia.org/wiki/Cry_Wolf_(2005_film)],15600000,1000000,6800000,6.8,1
Teddy Geiger,[https://en.wikipedia.org/wiki/The_Rocker_(film)],8800000,15000000,-10600000,-0.706666667,1
Kevin Rankin,[https://en.wikipedia.org/wiki/The_Chaperone_(film)],14400,3000000,-2992800,-0.9976,1
with Stephen Lang,[https://en.wikipedia.org/wiki/Officer_Down],0,0,0,,1
H̩ctor Babenco,[https://en.wikipedia.org/wiki/Before_Night_Falls_(film)],0,0,0,,1
Daran Norris,[https://en.wikipedia.org/wiki/Team_America:_World_Police],52100000,32000000,-5950000,-0.1859375,1
Alexander Black,[https://en.wikipedia.org/wiki/A_Hologram_for_the_King_(film)],7800000,35000000,-31100000,-0.888571429,1
Nicki Minaj,"[https://en.wikipedia.org/wiki/Barbershop:_The_Next_Cut, https://en.wikipedia.org/wiki/Ice_Age:_Continental_Drift, https://en.wikipedia.org/wiki/The_Other_Woman_(2014_film)]",1128700000,155000000,409350000,2.640967742,3
Marc Anthony,[https://en.wikipedia.org/wiki/Man_on_Fire_(2004_film)],130300000,70000000,-4850000,-0.069285714,1
LaKeith Lee Stanfield,[https://en.wikipedia.org/wiki/Snowden_(film)],37300000,40000000,-21350000,-0.53375,1
Brie Larson,"[https://en.wikipedia.org/wiki/21_Jump_Street_(film), https://en.wikipedia.org/wiki/Don_Jon, https://en.wikipedia.org/wiki/Hoot_(film), https://en.wikipedia.org/wiki/Scott_Pilgrim_vs._the_World, https://en.wikipedia.org/wiki/Short_Term_12, https://en.wikipedia.org/wiki/The_Spectacular_Now, https://en.wikipedia.org/wiki/Trainwreck_(film)]",448724998,196500000,27862499,0.141793888,7
Bruce McGill,"[https://en.wikipedia.org/wiki/Cinderella_Man, https://en.wikipedia.org/wiki/Collateral_(film), https://en.wikipedia.org/wiki/Fair_Game_(2010_film), https://en.wikipedia.org/wiki/Law_Abiding_Citizen, https://en.wikipedia.org/wiki/Legally_Blonde_2:_Red,_White_%26_Blonde, https://en.wikipedia.org/wiki/Matchstick_Men_(film), https://en.wikipedia.org/wiki/Matchstick_Men_(novel), https://en.wikipedia.org/wiki/Ride_Along_(film), https://en.wikipedia.org/wiki/Ride_Along_2, https://en.wikipedia.org/wiki/Run_All_Night_(film), https://en.wikipedia.org/wiki/Shallow_Hal, https://en.wikipedia.org/wiki/The_Lookout_(2007_film), https://en.wikipedia.org/wiki/The_Sum_of_All_Fears_(film), https://en.wikipedia.org/wiki/W._(film)]",1453971181,672700000,54285590.5,0.080698068,14
Thom Barry,[https://en.wikipedia.org/wiki/Texas_Chainsaw_3D],47200000,15100000,8500000,0.562913907,1
Chris O'Dowd,"[https://en.wikipedia.org/wiki/Bridesmaids_(2011_film), https://en.wikipedia.org/wiki/Epic_(2013_film), https://en.wikipedia.org/wiki/Friends_with_Kids, https://en.wikipedia.org/wiki/Gulliver%27s_Travels_(2010_film), https://en.wikipedia.org/wiki/Miss_Peregrine%27s_Home_for_Peculiar_Children_(film), https://en.wikipedia.org/wiki/This_Is_40]",1191700000,392500000,203350000,0.518089172,6
Cam Clarke,[https://en.wikipedia.org/wiki/The_Pirates_Who_Don%27t_Do_Anything:_A_VeggieTales_Movie],13200000,15000000,-8400000,-0.56,1
Harry Treadaway,"[https://en.wikipedia.org/wiki/City_of_Ember, https://en.wikipedia.org/wiki/Honeymoon_(2014_film)]",17909318,56000000,-47045341,-0.840095375,2
Quinton Aaron,[https://en.wikipedia.org/wiki/The_Blind_Side_(film)],309200000,29000000,125600000,4.331034483,1
George Grizzard,[https://en.wikipedia.org/wiki/Small_Time_Crooks],29934477,25000000,-10032761.5,-0.40131046,1
Jane Adams,"[https://en.wikipedia.org/wiki/Happiness_(1998_film), https://en.wikipedia.org/wiki/Poltergeist_(2015_film), https://en.wikipedia.org/wiki/Songcatcher, https://en.wikipedia.org/wiki/The_Anniversary_Party]",98207390,38000000,11103695,0.2922025,4
Philip Baker Hall,"[https://en.wikipedia.org/wiki/All_Good_Things_(film), https://en.wikipedia.org/wiki/Bruce_Almighty, https://en.wikipedia.org/wiki/Lost_Souls_(film), https://en.wikipedia.org/wiki/The_Amityville_Horror_(2005_film), https://en.wikipedia.org/wiki/The_Contender_(2000_film), https://en.wikipedia.org/wiki/The_Matador, https://en.wikipedia.org/wiki/The_Shaggy_Dog_(2006_film), https://en.wikipedia.org/wiki/The_Sum_of_All_Fears_(film)]",945262256,320500000,152131128,0.474668106,8
Katie Holmes,"[https://en.wikipedia.org/wiki/Abandon_(film), https://en.wikipedia.org/wiki/Batman_Begins, https://en.wikipedia.org/wiki/Don%27t_Be_Afraid_of_the_Dark_(2011_film), https://en.wikipedia.org/wiki/First_Daughter_(2004_film), https://en.wikipedia.org/wiki/Jack_and_Jill_(2011_film), https://en.wikipedia.org/wiki/Mad_Money_(film), https://en.wikipedia.org/wiki/Phone_Booth_(film), https://en.wikipedia.org/wiki/Pieces_of_April, https://en.wikipedia.org/wiki/Thank_You_for_Smoking_(film), https://en.wikipedia.org/wiki/The_Extra_Man_(film), https://en.wikipedia.org/wiki/The_Gift_(2000_film), https://en.wikipedia.org/wiki/The_Giver_(film), https://en.wikipedia.org/wiki/The_Romantics_(film), https://en.wikipedia.org/wiki/The_Singing_Detective_(film), https://en.wikipedia.org/wiki/The_Son_of_No_One, https://en.wikipedia.org/wiki/Woman_in_Gold_(film), https://en.wikipedia.org/wiki/Wonder_Boys_(film)]",958984057,489800000,-10307971.5,-0.021045266,17
Marcello Conte,[https://en.wikipedia.org/wiki/Ping_Pong_Summer],52909,1000000,-973545.5,-0.9735455,1
James Frecheville,[https://en.wikipedia.org/wiki/The_First_Time_(2012_film)],92654,2000000,-1953673,-0.9768365,1
Will MacMillan,[https://en.wikipedia.org/wiki/The_Crazies_(1973_film)],143784,275000,-203108,-0.738574545,1
Memphis Bleek,[https://en.wikipedia.org/wiki/State_Property_(film)],0,0,0,,1
Laura Regan,"[https://en.wikipedia.org/wiki/Atlas_Shrugged:_Part_III, https://en.wikipedia.org/wiki/Dead_Silence, https://en.wikipedia.org/wiki/They_(2002_film)]",38982075,42000000,-22508962.5,-0.535927679,3
Corey Burton,[https://en.wikipedia.org/wiki/Return_to_Never_Land],109900000,20000000,34950000,1.7475,1
Dr. Anatoly M. Sagalevitch,[https://en.wikipedia.org/wiki/Aliens_of_the_Deep],0,0,0,,1
Ronald Pickup,[https://en.wikipedia.org/wiki/The_Second_Best_Exotic_Marigold_Hotel],86000000,10000000,33000000,3.3,1
Scott Hogsett,[https://en.wikipedia.org/wiki/Murderball_(film)],0,0,0,,1
Aaron Johnson,"[https://en.wikipedia.org/wiki/Kick-Ass_(film), https://en.wikipedia.org/wiki/Savages_(2012_film)]",179200000,73000000,16600000,0.22739726,2
Judith Ridley,[https://en.wikipedia.org/wiki/Night_of_the_Living_Dead],30000000,114000,14886000,130.5789474,1
Kristen Schaal,"[https://en.wikipedia.org/wiki/Cloudy_with_a_Chance_of_Meatballs_2, https://en.wikipedia.org/wiki/Welcome_to_the_Jungle_(2013_film)]",274387397,81500000,55693698.5,0.683358264,2
Miranda Hart,[https://en.wikipedia.org/wiki/Spy_(2015_film)],235700000,65000000,52850000,0.813076923,1
