director_name,movies,revenues,costs,gross_profit,return,count
Rob Reiner,"[https://en.wikipedia.org/wiki/Alex_%26_Emma, https://en.wikipedia.org/wiki/Rumor_Has_It..., https://en.wikipedia.org/wiki/The_Bucket_List, https://en.wikipedia.org/wiki/Flipped_(film), https://en.wikipedia.org/wiki/The_Magic_of_Belle_Isle, https://en.wikipedia.org/wiki/And_So_It_Goes_(film)]",217938884,112000000,-3030558,-0.027058554,6
"Mike JohnsonTim Burton",[https://en.wikipedia.org/wiki/Corpse_Bride],117200000,40000000,18600000,0.465,1
Alex Ross Perry,[https://en.wikipedia.org/wiki/Listen_Up_Philip],0,0,0,,1
Sofia Coppola,"[https://en.wikipedia.org/wiki/Lost_in_Translation_(film), https://en.wikipedia.org/wiki/Marie_Antoinette_(2006_film), https://en.wikipedia.org/wiki/Somewhere_(2010_film), https://en.wikipedia.org/wiki/The_Bling_Ring]",213617189,59000000,47808594.5,0.810315161,4
"Steven BrillPeter FarrellyWill GrahamSteve CarrGriffin DunneJames DuffyJonathan van TullekenElizabeth BanksPatrik ForsbergBrett RatnerRusty CundieffJames GunnBob OdenkirkSteve BakerDamon Escott",[https://en.wikipedia.org/wiki/Movie_43],32400000,6000000,10200000,1.7,1
Ryan Murphy,"[https://en.wikipedia.org/wiki/Running_with_Scissors_(film), https://en.wikipedia.org/wiki/Eat_Pray_Love]",204600000,60000000,42300000,0.705,2
Stacy Title,[https://en.wikipedia.org/wiki/Hood_of_Horror],25900,5000000,-4987050,-0.99741,1
"John RequaGlenn Ficarra",[https://en.wikipedia.org/wiki/I_Love_You_Phillip_Morris],20700000,13000000,-2650000,-0.203846154,1
Joshua Michael Stern,"[https://en.wikipedia.org/wiki/Swing_Vote_(2008_film), https://en.wikipedia.org/wiki/Jobs_(film)]",53500000,33000000,-6250000,-0.189393939,2
J̩r̫me Salle,[https://en.wikipedia.org/wiki/Anthony_Zimmer],0,0,0,,1
Doug Atchison,[https://en.wikipedia.org/wiki/Akeelah_and_the_Bee],18900000,6000000,3450000,0.575,1
"Daniel AnkerBarak Goodman",[https://en.wikipedia.org/wiki/Scottsboro:_An_American_Tragedy],0,0,0,,1
Sam Weisman,"[https://en.wikipedia.org/wiki/What%27s_the_Worst_That_Could_Happen%3F, https://en.wikipedia.org/wiki/Dickie_Roberts:_Former_Child_Star]",62264131,77000000,-45867934.5,-0.595687461,2
Mark Palansky,[https://en.wikipedia.org/wiki/Penelope_(2006_film)],21156270,15000000,-4421865,-0.294791,1
Bill Pohlad,[https://en.wikipedia.org/wiki/Love_%26_Mercy_(film)],28600000,10000000,4300000,0.43,1
Franco Zeffirelli,[https://en.wikipedia.org/wiki/Endless_Love_(1981_film)],0,0,0,,1
Katherine Dieckmann,"[https://en.wikipedia.org/wiki/Diggers_(2006_film), https://en.wikipedia.org/wiki/Motherhood_(2009_film)]",24745402,38000000,-25627299,-0.674402605,2
Peter Cornwell,"[https://en.wikipedia.org/wiki/The_Haunting_in_Connecticut, https://en.wikipedia.org/wiki/The_Haunting_in_Connecticut]",155055464,20000000,57527732,2.8763866,2
Mark Rosman,"[https://en.wikipedia.org/wiki/A_Cinderella_Story, https://en.wikipedia.org/wiki/The_Perfect_Man, https://en.wikipedia.org/wiki/The_House_on_Sorority_Row]",271470475,44425000,91310237.5,2.055379572,3
Scott Kalvert,[https://en.wikipedia.org/wiki/Deuces_Wild],6282446,10000000,-6858777,-0.6858777,1
Eugene Jarecki,[https://en.wikipedia.org/wiki/The_Trials_of_Henry_Kissinger],0,0,0,,1
Richard Linklater,"[https://en.wikipedia.org/wiki/Tape_(film), https://en.wikipedia.org/wiki/Waking_Life, https://en.wikipedia.org/wiki/School_of_Rock, https://en.wikipedia.org/wiki/Before_Sunset, https://en.wikipedia.org/wiki/Before_Sunrise, https://en.wikipedia.org/wiki/Bad_News_Bears, https://en.wikipedia.org/wiki/Fast_Food_Nation_(film), https://en.wikipedia.org/wiki/A_Scanner_Darkly_(film), https://en.wikipedia.org/wiki/Me_and_Orson_Welles, https://en.wikipedia.org/wiki/Bernie_(2011_film), https://en.wikipedia.org/wiki/Before_Midnight_(film), https://en.wikipedia.org/wiki/Before_Sunset, https://en.wikipedia.org/wiki/Boyhood_(film), https://en.wikipedia.org/wiki/Everybody_Wants_Some!!_(film), https://en.wikipedia.org/wiki/Dazed_and_Confused_(film)]",304252072,141600000,10526036,0.074336412,15
"Ash BrannonChris Buck",[https://en.wikipedia.org/wiki/Surf%27s_Up_(film)],149000000,100000000,-25500000,-0.255,1
Steven Conrad,[https://en.wikipedia.org/wiki/The_Promotion],0,0,0,,1
Gregory Poirier,[https://en.wikipedia.org/wiki/Tomcats_(2001_film)],23400000,11000000,700000,0.063636364,1
Fisher Stevens,[https://en.wikipedia.org/wiki/Stand_Up_Guys],5072654,15000000,-12463673,-0.830911533,1
Andrew Lau,[https://en.wikipedia.org/wiki/The_Flock_(film)],7119846,35000000,-31440077,-0.898287914,1
Roberto Benigni,[https://en.wikipedia.org/wiki/Pinocchio_(2002_film)],0,0,0,,1
D. J. Caruso,"[https://en.wikipedia.org/wiki/The_Salton_Sea_(2002_film), https://en.wikipedia.org/wiki/Taking_Lives_(film), https://en.wikipedia.org/wiki/Two_for_the_Money_(film), https://en.wikipedia.org/wiki/Disturbia_(film), https://en.wikipedia.org/wiki/Eagle_Eye, https://en.wikipedia.org/wiki/I_Am_Number_Four_(film), https://en.wikipedia.org/wiki/The_Disappointments_Room]",548500000,263000000,11250000,0.042775665,7
Jeff Wadlow,"[https://en.wikipedia.org/wiki/Cry_Wolf_(2005_film), https://en.wikipedia.org/wiki/Never_Back_Down, https://en.wikipedia.org/wiki/Kick-Ass_2_(film)]",117927431,49000000,9963715.5,0.203341133,3
Troy Beyer,[https://en.wikipedia.org/wiki/Love_Don%27t_Cost_a_Thing_(film)],0,0,0,,1
Zachary Heinzerling,[https://en.wikipedia.org/wiki/Cutie_and_the_Boxer],0,0,0,,1
Todd Graff,"[https://en.wikipedia.org/wiki/Camp_(2003_film), https://en.wikipedia.org/wiki/Bandslam, https://en.wikipedia.org/wiki/Joyful_Noise_(film)]",43383136,45000000,-23308432,-0.517965156,3
Billy Ray,"[https://en.wikipedia.org/wiki/Shattered_Glass_(film), https://en.wikipedia.org/wiki/Breach_(film)]",43900000,29000000,-7050000,-0.243103448,2
Francis Ford Coppola,"[https://en.wikipedia.org/wiki/Youth_Without_Youth_(film), https://en.wikipedia.org/wiki/Tetro]",0,0,0,,2
Lisa Cholodenko,"[https://en.wikipedia.org/wiki/Laurel_Canyon_(film), https://en.wikipedia.org/wiki/The_Kids_Are_All_Right_(film)]",34700000,4000000,13350000,3.3375,2
Tim Miller,[https://en.wikipedia.org/wiki/Deadpool_(film)],783100000,58000000,333550000,5.750862069,1
Ole Bornedal,[https://en.wikipedia.org/wiki/The_Possession_(2012_film)],78500000,14000000,25250000,1.803571429,1
F. Gary Gray,"[https://en.wikipedia.org/wiki/Friday_(1995_film), https://en.wikipedia.org/wiki/The_Italian_Job_(2003_film), https://en.wikipedia.org/wiki/A_Man_Apart, https://en.wikipedia.org/wiki/Be_Cool, https://en.wikipedia.org/wiki/Law_Abiding_Citizen]",469850926,205500000,29425463,0.143189601,5
Damien Chazelle,"[https://en.wikipedia.org/wiki/Whiplash_(2014_film), https://en.wikipedia.org/wiki/La_La_Land_(film)]",481700000,33300000,207550000,6.232732733,2
Dan Scanlon,[https://en.wikipedia.org/wiki/Monsters_University],744200000,200000000,172100000,0.8605,1
Jacob Aaron Estes,[https://en.wikipedia.org/wiki/Mean_Creek],802948,500000,-98526,-0.197052,1
Troy Duffy,"[https://en.wikipedia.org/wiki/The_Boondock_Saints_II:_All_Saints_Day, https://en.wikipedia.org/wiki/The_Boondock_Saints]",10630471,14000000,-8684764.5,-0.620340321,2
David O. Russell,"[https://en.wikipedia.org/wiki/I_Heart_Huckabees, https://en.wikipedia.org/wiki/The_Fighter, https://en.wikipedia.org/wiki/Silver_Linings_Playbook, https://en.wikipedia.org/wiki/American_Hustle, https://en.wikipedia.org/wiki/Joy_(film)]",738000000,166000000,203000000,1.222891566,5
Jonathan Glatzer,[https://en.wikipedia.org/wiki/What_Goes_Up],0,0,0,,1
Stanley Donen,"[https://en.wikipedia.org/wiki/Bedazzled_(1967_film), https://en.wikipedia.org/wiki/Charade_(1963_film)]",14974588,3770000,3717294,0.986019629,2
Michael Showalter,"[https://en.wikipedia.org/wiki/The_Baxter, https://en.wikipedia.org/wiki/Hello,_My_Name_Is_Doris]",14700000,1000000,6350000,6.35,2
Julie Davis,[https://en.wikipedia.org/wiki/All_Over_the_Guy],0,0,0,,1
John Hindman,[https://en.wikipedia.org/wiki/The_Answer_Man_(film)],0,0,0,,1
Ramaa Mosley,[https://en.wikipedia.org/wiki/The_Brass_Teapot],0,0,0,,1
Mick Jackson,[https://en.wikipedia.org/wiki/The_First_$20_Million_Is_Always_the_Hardest],5491,17000000,-16997254.5,-0.9998385,1
"Pierre CoffinChris Renaud","[https://en.wikipedia.org/wiki/Despicable_Me, https://en.wikipedia.org/wiki/Despicable_Me, https://en.wikipedia.org/wiki/Despicable_Me]",1629300000,207000000,607650000,2.935507246,3
Phillip Noyce,"[https://en.wikipedia.org/wiki/The_Quiet_American_(2002_film), https://en.wikipedia.org/wiki/Catch_a_Fire_(film), https://en.wikipedia.org/wiki/Salt_(2010_film), https://en.wikipedia.org/wiki/The_Giver_(film)]",393898360,179000000,17949180,0.100274749,4
Henry Alex Rubin,[https://en.wikipedia.org/wiki/Disconnect_(film)],0,0,0,,1
Jorma Taccone,[https://en.wikipedia.org/wiki/MacGruber_(film)],9300000,10000000,-5350000,-0.535,1
John Luessenhop,"[https://en.wikipedia.org/wiki/Takers, https://en.wikipedia.org/wiki/Texas_Chainsaw_3D]",116300000,47100000,11050000,0.234607219,2
Daniel Sackheim,[https://en.wikipedia.org/wiki/The_Glass_House_(2001_film)],23000000,30000000,-18500000,-0.616666667,1
Mike Flanagan,"[https://en.wikipedia.org/wiki/Oculus_(film), https://en.wikipedia.org/wiki/Ouija:_Origin_of_Evil]",125700000,14000000,48850000,3.489285714,2
Jay Chandrasekhar,"[https://en.wikipedia.org/wiki/Super_Troopers, https://en.wikipedia.org/wiki/Club_Dread, https://en.wikipedia.org/wiki/The_Dukes_of_Hazzard_(film), https://en.wikipedia.org/wiki/Beerfest, https://en.wikipedia.org/wiki/The_Babymakers]",162187597,77300000,3793798.5,0.049078894,5
Rob Morrow,[https://en.wikipedia.org/wiki/Maze_(film)],0,0,0,,1
Brett Morgen,[https://en.wikipedia.org/wiki/Chicago_10_(film)],0,0,0,,1
Matt Piedmont,[https://en.wikipedia.org/wiki/Casa_de_Mi_Padre],8041667,6000000,-1979166.5,-0.329861083,1
Jen̩e LaMarque,"[https://en.wikipedia.org/wiki/The_Pretty_One, https://en.wikipedia.org/wiki/The_Pretty_One]",0,0,0,,2
Henry Cass,[https://en.wikipedia.org/wiki/Last_Holiday_(1950_film)],0,0,0,,1
Forest Whitaker,[https://en.wikipedia.org/wiki/First_Daughter_(2004_film)],10400000,30000000,-24800000,-0.826666667,1
David E. Talbert,"[https://en.wikipedia.org/wiki/First_Sunday, https://en.wikipedia.org/wiki/Baggage_Claim_(film)]",22456509,8500000,2728254.5,0.320971118,2
Joe Swanberg,"[https://en.wikipedia.org/wiki/Drinking_Buddies, https://en.wikipedia.org/wiki/Happy_Christmas_(film)]",373653,1070000,-883173.5,-0.825395794,2
Rowdy Herrington,[https://en.wikipedia.org/wiki/Bobby_Jones:_Stroke_of_Genius],2707913,20000000,-18646043.5,-0.932302175,1
Jeremy Saulnier,"[https://en.wikipedia.org/wiki/Blue_Ruin, https://en.wikipedia.org/wiki/Green_Room_(film)]",4793313,5420000,-3023343.5,-0.557812454,2
Trish Sie,[https://en.wikipedia.org/wiki/Step_Up:_All_In],86200000,45000000,-1900000,-0.042222222,1
"Joel CoenEthan Coen (uncredited)",[https://en.wikipedia.org/wiki/Intolerable_Cruelty],120200000,60000000,100000,0.001666667,1
Ridley Scott,"[https://en.wikipedia.org/wiki/Gladiator_(2000_film), https://en.wikipedia.org/wiki/Black_Hawk_Down_(film), https://en.wikipedia.org/wiki/Hannibal_(film), https://en.wikipedia.org/wiki/Matchstick_Men_(film), https://en.wikipedia.org/wiki/Matchstick_Men_(novel), https://en.wikipedia.org/wiki/Kingdom_of_Heaven_(film), https://en.wikipedia.org/wiki/A_Good_Year, https://en.wikipedia.org/wiki/American_Gangster_(film), https://en.wikipedia.org/wiki/Body_of_Lies_(film), https://en.wikipedia.org/wiki/Robin_Hood_(2010_film), https://en.wikipedia.org/wiki/Prometheus_(2012_film), https://en.wikipedia.org/wiki/The_Counselor_(film), https://en.wikipedia.org/wiki/Exodus:_Gods_and_Kings, https://en.wikipedia.org/wiki/The_Martian_(film)]",3443300000,1334000000,387650000,0.290592204,14
John Sturges,[https://en.wikipedia.org/wiki/The_Magnificent_Seven],2250000,2000000,-875000,-0.4375,1
Liz Friedlander,[https://en.wikipedia.org/wiki/Take_the_Lead],65700000,30000000,2850000,0.095,1
Guillermo del Toro,"[https://en.wikipedia.org/wiki/Blade_II, https://en.wikipedia.org/wiki/Blade_II, https://en.wikipedia.org/wiki/Hellboy_(film), https://en.wikipedia.org/wiki/Pan%27s_Labyrinth, https://en.wikipedia.org/wiki/Hellboy_II:_The_Golden_Army, https://en.wikipedia.org/wiki/Hellboy_(film), https://en.wikipedia.org/wiki/Pacific_Rim_(film), https://en.wikipedia.org/wiki/Crimson_Peak]",1238300000,589000000,30150000,0.051188455,8
Michael Corrente,[https://en.wikipedia.org/wiki/Brooklyn_Rules],458232,8000000,-7770884,-0.9713605,1
Jarrett Schaefer,[https://en.wikipedia.org/wiki/Chapter_27],0,0,0,,1
Justin Lin,"[https://en.wikipedia.org/wiki/Better_Luck_Tomorrow, https://en.wikipedia.org/wiki/Annapolis_(film), https://en.wikipedia.org/wiki/The_Fast_and_the_Furious:_Tokyo_Drift, https://en.wikipedia.org/wiki/Fast_%26_Furious_(2009_film), https://en.wikipedia.org/wiki/The_Fast_and_the_Furious:_Tokyo_Drift, https://en.wikipedia.org/wiki/Fast_Five, https://en.wikipedia.org/wiki/Fast_%26_Furious_(2009_film), https://en.wikipedia.org/wiki/Fast_%26_Furious_6, https://en.wikipedia.org/wiki/Fast_Five, https://en.wikipedia.org/wiki/Fast_%26_Furious_6, https://en.wikipedia.org/wiki/Star_Trek_Beyond]",4237796992,1121250000,997648496,0.889764545,11
"Catherine OwensMark Pellington",[https://en.wikipedia.org/wiki/U2_3D],26200000,15000000,-1900000,-0.126666667,1
Paul J. Bolger,[https://en.wikipedia.org/wiki/Happily_N%27Ever_After],38000000,47000000,-28000000,-0.595744681,1
Greg Berlanti,"[https://en.wikipedia.org/wiki/The_Broken_Hearts_Club:_A_Romantic_Comedy, https://en.wikipedia.org/wiki/Life_as_We_Know_It_(film)]",107667827,39000000,14833913.5,0.380356756,2
Ernest Dickerson,[https://en.wikipedia.org/wiki/Bones_(2001_film)],8378853,16000000,-11810573.5,-0.738160844,1
Paul Thomas Anderson,"[https://en.wikipedia.org/wiki/Punch-Drunk_Love, https://en.wikipedia.org/wiki/There_Will_Be_Blood, https://en.wikipedia.org/wiki/The_Master_(2012_film), https://en.wikipedia.org/wiki/Inherent_Vice_(film)]",143900000,102000000,-30050000,-0.294607843,4
Paul Tibbitt[1],[https://en.wikipedia.org/wiki/The_SpongeBob_Movie:_Sponge_Out_of_Water],323400000,74000000,87700000,1.185135135,1
Jean-Marc Vall̩e,"[https://en.wikipedia.org/wiki/The_Young_Victoria, https://en.wikipedia.org/wiki/Dallas_Buyers_Club, https://en.wikipedia.org/wiki/Wild_(2014_film), https://en.wikipedia.org/wiki/Demolition_(2015_film)]",139209889,65000000,4604944.5,0.0708453,4
Stephen Deutsch (as Stephen Simon),[https://en.wikipedia.org/wiki/Indigo_(film)],1200000,500000,100000,0.2,1
Simon Verhoeven,[https://en.wikipedia.org/wiki/Friend_Request],0,0,0,,1
"Jon LucasScott Moore",[https://en.wikipedia.org/wiki/21_%26_Over_(film)],48100000,13000000,11050000,0.85,1
Jeffrey Nachmanoff,[https://en.wikipedia.org/wiki/Traitor_(film)],27640957,22000000,-8179521.5,-0.371796432,1
Jonathan Demme,"[https://en.wikipedia.org/wiki/The_Silence_of_the_Lambs_(film), https://en.wikipedia.org/wiki/The_Silence_of_the_Lambs_(film), https://en.wikipedia.org/wiki/The_Truth_About_Charlie, https://en.wikipedia.org/wiki/The_Manchurian_Candidate_(2004_film), https://en.wikipedia.org/wiki/Neil_Young:_Heart_of_Gold, https://en.wikipedia.org/wiki/Rachel_Getting_Married]",666100000,190000000,143050000,0.752894737,6
"Pierre CoffinChris Renaud","[https://en.wikipedia.org/wiki/Despicable_Me_2, https://en.wikipedia.org/wiki/Despicable_Me_2]",1941600000,152000000,818800000,5.386842105,2
Rick Famuyiwa,"[https://en.wikipedia.org/wiki/Brown_Sugar_(2002_film), https://en.wikipedia.org/wiki/Our_Family_Wedding, https://en.wikipedia.org/wiki/Dope_(2015_film)]",46316451,15000000,8158225.5,0.5438817,3
Gabriele Muccino,"[https://en.wikipedia.org/wiki/L%27ultimo_bacio, https://en.wikipedia.org/wiki/The_Pursuit_of_Happyness, https://en.wikipedia.org/wiki/Seven_Pounds]",475268201,109000000,128634100.5,1.180129362,3
"Scott McGeheeDavid Siegel","[https://en.wikipedia.org/wiki/The_Deep_End_(film), https://en.wikipedia.org/wiki/Bee_Season_(film)]",16888518,17000000,-8555741,-0.503278882,2
Brian Dannelly,"[https://en.wikipedia.org/wiki/Saved!, https://en.wikipedia.org/wiki/Struck_by_Lightning_(2012_film)]",10185311,6300000,-1207344.5,-0.191641984,2
David Twohy,"[https://en.wikipedia.org/wiki/Pitch_Black_(film), https://en.wikipedia.org/wiki/Below_(film), https://en.wikipedia.org/wiki/The_Chronicles_of_Riddick, https://en.wikipedia.org/wiki/Pitch_Black_(film), https://en.wikipedia.org/wiki/A_Perfect_Getaway, https://en.wikipedia.org/wiki/Riddick_(film), https://en.wikipedia.org/wiki/The_Chronicles_of_Riddick]",459152638,308000000,-78423681,-0.254622341,7
Ryan Gosling,[https://en.wikipedia.org/wiki/Lost_River_(film)],0,0,0,,1
Jeff Garlin,[https://en.wikipedia.org/wiki/I_Want_Someone_to_Eat_Cheese_With],194568,1500000,-1402716,-0.935144,1
"Dan KloresFisher Stevens",[https://en.wikipedia.org/wiki/Crazy_Love_(2007_film)],0,0,0,,1
"Zana BriskiRoss Kauffman",[https://en.wikipedia.org/wiki/Born_into_Brothels],0,0,0,,1
Christopher McQuarrie,"[https://en.wikipedia.org/wiki/The_Way_of_the_Gun, https://en.wikipedia.org/wiki/Jack_Reacher_(film)]",231369740,68500000,47184870,0.688830219,2
Daryl Wein,[https://en.wikipedia.org/wiki/Lola_Versus],0,0,0,,1
Jean-Marie Poir̩,[https://en.wikipedia.org/wiki/Les_Visiteurs],98800000,9500000,39900000,4.2,1
William Castle,[https://en.wikipedia.org/wiki/13_Ghosts],0,0,0,,1
"Harry ElfontDeborah Kaplan",[https://en.wikipedia.org/wiki/Josie_and_the_Pussycats_(film)],14900000,39000000,-31550000,-0.808974359,1
Robert Redford,"[https://en.wikipedia.org/wiki/The_Legend_of_Bagger_Vance, https://en.wikipedia.org/wiki/Lions_for_Lambs, https://en.wikipedia.org/wiki/The_Conspirator, https://en.wikipedia.org/wiki/The_Company_You_Keep_(film)]",137778800,142000000,-73110600,-0.51486338,4
Alejandro Agresti,[https://en.wikipedia.org/wiki/The_Lake_House_(film)],115000000,40000000,17500000,0.4375,1
Robert D. Siegel,[https://en.wikipedia.org/wiki/Big_Fan],0,0,0,,1
Joe Roth,"[https://en.wikipedia.org/wiki/America%27s_Sweethearts, https://en.wikipedia.org/wiki/Christmas_with_the_Kranks, https://en.wikipedia.org/wiki/Freedomland_(film)]",249500000,154400000,-29650000,-0.192033679,3
James Toback,"[https://en.wikipedia.org/wiki/Harvard_Man, https://en.wikipedia.org/wiki/Tyson_(2008_film)]",56653,5500000,-5471673.5,-0.994849727,2
Leslye Headland,[https://en.wikipedia.org/wiki/Bachelorette_(film)],11900000,3000000,2950000,0.983333333,1
Matt Russell,[https://en.wikipedia.org/wiki/Seven_Days_in_Utopia],4400000,7500000,-5300000,-0.706666667,1
"Andrew AdamsonKelly AsburyConrad Vernon","[https://en.wikipedia.org/wiki/Shrek_2, https://en.wikipedia.org/wiki/Shrek_2]",1839600000,300000000,619800000,2.066,2
Jonathan M. Gunn,[https://en.wikipedia.org/wiki/Do_You_Believe%3F_(film)],14400000,2300000,4900000,2.130434783,1
Marc Forster,"[https://en.wikipedia.org/wiki/Monster%27s_Ball, https://en.wikipedia.org/wiki/Finding_Neverland_(film), https://en.wikipedia.org/wiki/Stay_(2005_film), https://en.wikipedia.org/wiki/Stranger_than_Fiction_(2006_film), https://en.wikipedia.org/wiki/The_Kite_Runner_(film), https://en.wikipedia.org/wiki/Quantum_of_Solace, https://en.wikipedia.org/wiki/Machine_Gun_Preacher, https://en.wikipedia.org/wiki/World_War_Z_(film)]",1426309486,549000000,164154743,0.299006818,8
Paul King,[https://en.wikipedia.org/wiki/Paddington_(film)],0,0,0,,1
Brian De Palma,"[https://en.wikipedia.org/wiki/Mission_to_Mars, https://en.wikipedia.org/wiki/Mission:_Impossible_(film), https://en.wikipedia.org/wiki/The_Black_Dahlia_(film)]",618000000,230000000,79000000,0.343478261,3
Neill Blomkamp,"[https://en.wikipedia.org/wiki/District_9, https://en.wikipedia.org/wiki/Eugene_Khumbanyiwa, https://en.wikipedia.org/wiki/Elysium_(film), https://en.wikipedia.org/wiki/Chappie_(film)]",809800000,224000000,180900000,0.807589286,4
Richard Ramsey,[https://en.wikipedia.org/wiki/The_Song_(2014_film)],0,0,0,,1
Harald Zwart,"[https://en.wikipedia.org/wiki/One_Night_at_McCool%27s, https://en.wikipedia.org/wiki/Agent_Cody_Banks, https://en.wikipedia.org/wiki/Agent_Cody_Banks, https://en.wikipedia.org/wiki/The_Pink_Panther_2, https://en.wikipedia.org/wiki/The_Karate_Kid_(2010_film), https://en.wikipedia.org/wiki/The_Mortal_Instruments:_City_of_Bones]",657400000,244000000,84700000,0.347131148,6
Andrew Renzi,[https://en.wikipedia.org/wiki/The_Benefactor_(film)],0,0,0,,1
"Rob EpsteinJeffrey Friedman[1]",[https://en.wikipedia.org/wiki/Lovelace_(film)],1600000,12000000,-11200000,-0.933333333,1
Marek Kanievska,[https://en.wikipedia.org/wiki/Where_the_Money_Is],7243669,28000000,-24378165.5,-0.870648768,1
Benson Lee,[https://en.wikipedia.org/wiki/Battle_of_the_Year_(film)],16500000,20000000,-11750000,-0.5875,1
H. C. Potter,[https://en.wikipedia.org/wiki/Mr._Blandings_Builds_His_Dream_House],0,0,0,,1
Adam Green,"[https://en.wikipedia.org/wiki/Frozen_(2010_American_film), https://en.wikipedia.org/wiki/Hatchet_II]",0,0,0,,2
Andrew Niccol,"[https://en.wikipedia.org/wiki/S1m0ne, https://en.wikipedia.org/wiki/Lord_of_War, https://en.wikipedia.org/wiki/In_Time_(film), https://en.wikipedia.org/wiki/The_Host_(2013_film)]",329400000,140000000,24700000,0.176428571,4
Grant Heslov,[https://en.wikipedia.org/wiki/The_Men_Who_Stare_at_Goats_(film)],68968688,24000000,10484344,0.436847667,1
Jim Hanon,[https://en.wikipedia.org/wiki/End_of_the_Spear],12128105,10000000,-3935947.5,-0.39359475,1
James Gray,"[https://en.wikipedia.org/wiki/The_Yards, https://en.wikipedia.org/wiki/We_Own_the_Night_(film)]",55816238,45000000,-17091881,-0.379819578,2
Robert Rodriguez,"[https://en.wikipedia.org/wiki/Spy_Kids, https://en.wikipedia.org/wiki/Spy_Kids_2:_The_Island_of_Lost_Dreams, https://en.wikipedia.org/wiki/Once_Upon_a_Time_in_Mexico, https://en.wikipedia.org/wiki/Desperado_(film), https://en.wikipedia.org/wiki/Spy_Kids_3-D:_Game_Over, https://en.wikipedia.org/wiki/Spy_Kids_2:_The_Island_of_Lost_Dreams, https://en.wikipedia.org/wiki/The_Adventures_of_Sharkboy_and_Lavagirl_in_3-D, https://en.wikipedia.org/wiki/Taylor_Dooley, https://en.wikipedia.org/wiki/Shorts_(2009_film), https://en.wikipedia.org/wiki/Spy_Kids:_All_the_Time_in_the_World, https://en.wikipedia.org/wiki/Spy_Kids_3-D:_Game_Over, https://en.wikipedia.org/wiki/Machete_Kills]",1173400000,390000000,196700000,0.504358974,12
Sally Field,[https://en.wikipedia.org/wiki/Beautiful_(2000_film)],3200000,14000000,-12400000,-0.885714286,1
Harold Ramis,"[https://en.wikipedia.org/wiki/Bedazzled_(2000_film), https://en.wikipedia.org/wiki/Analyze_That, https://en.wikipedia.org/wiki/Analyze_This, https://en.wikipedia.org/wiki/The_Ice_Harvest, https://en.wikipedia.org/wiki/Year_One_(film)]",394843311,264000000,-66578344.5,-0.252190699,5
Joseph Ruben,"[https://en.wikipedia.org/wiki/The_Forgotten_(2004_film), https://en.wikipedia.org/wiki/The_Stepfather_(1987_film)]",117600000,42000000,16800000,0.4,2
Jonathan Caouette,[https://en.wikipedia.org/wiki/Tarnation_(film)],1200000,218.32,599781.68,2747.259436,1
"Matt Bettinelli-OlpinTyler Gillett",[https://en.wikipedia.org/wiki/Devil%27s_Due_(film)],36900000,7000000,11450000,1.635714286,1
James Foley,"[https://en.wikipedia.org/wiki/Confidence_(2003_film), https://en.wikipedia.org/wiki/Perfect_Stranger_(film)]",96100000,75000000,-26950000,-0.359333333,2
Raymond De Felitta,"[https://en.wikipedia.org/wiki/The_Thing_About_My_Folks, https://en.wikipedia.org/wiki/City_Island_(film)]",7875862,6000000,-2062069,-0.343678167,2
Megan Griffiths,[https://en.wikipedia.org/wiki/Lucky_Them],0,0,0,,1
Brian Levant,"[https://en.wikipedia.org/wiki/The_Flintstones_in_Viva_Rock_Vegas, https://en.wikipedia.org/wiki/The_Flintstones_(film), https://en.wikipedia.org/wiki/Snow_Dogs_(film), https://en.wikipedia.org/wiki/Are_We_There_Yet%3F_(film), https://en.wikipedia.org/wiki/Are_We_There_Yet%3F_(film), https://en.wikipedia.org/wiki/The_Spy_Next_Door]",757100000,254000000,124550000,0.490354331,6
Charles Barton,[https://en.wikipedia.org/wiki/The_Shaggy_Dog_(1959_film)],8100000,1000000,3050000,3.05,1
Alexander Witt,[https://en.wikipedia.org/wiki/Resident_Evil:_Apocalypse],129300000,45000000,19650000,0.436666667,1
Alan Poul,[https://en.wikipedia.org/wiki/The_Back-up_Plan],77500000,35000000,3750000,0.107142857,1
"Kieran MulroneyMichele Mulroney",[https://en.wikipedia.org/wiki/Paper_Man_(2009_film)],0,0,0,,1
Wolfgang Petersen,"[https://en.wikipedia.org/wiki/The_Perfect_Storm_(film), https://en.wikipedia.org/wiki/Troy_(film), https://en.wikipedia.org/wiki/Poseidon_(film)]",510400000,280000000,-24800000,-0.088571429,3
"Will SpeckJosh Gordon",[https://en.wikipedia.org/wiki/The_Switch_(2010_film)],49900000,19000000,5950000,0.313157895,1
Dennis Gansel,[https://en.wikipedia.org/wiki/Mechanic:_Resurrection],125700000,40000000,22850000,0.57125,1
Mary Harron,[https://en.wikipedia.org/wiki/American_Psycho_(film)],34300000,7000000,10150000,1.45,1
Paul Feig,"[https://en.wikipedia.org/wiki/I_Am_David_(film), https://en.wikipedia.org/wiki/Unaccompanied_Minors, https://en.wikipedia.org/wiki/Bridesmaids_(2011_film), https://en.wikipedia.org/wiki/The_Heat_(film), https://en.wikipedia.org/wiki/Spy_(2015_film), https://en.wikipedia.org/wiki/Ghostbusters_(2016_film)]",1005292376,317500000,185146188,0.5831376,6
