0,director_name,movies,revenues,costs,gross_profit,return,count
Stephen Deutsch (as Stephen Simon),Stephen Deutsch (as Stephen Simon),[https://en.wikipedia.org/wiki/Indigo_(film)],1200000.0,500000.0,100000.0,0.2,1
Simon Verhoeven,Simon Verhoeven,[https://en.wikipedia.org/wiki/Friend_Request],0.0,0.0,0.0,,1
"Jon Lucas
Scott Moore","Jon Lucas
Scott Moore",[https://en.wikipedia.org/wiki/21_%26_Over_(film)],48100000.0,13000000.0,11050000.0,0.85,1
Jeffrey Nachmanoff,Jeffrey Nachmanoff,[https://en.wikipedia.org/wiki/Traitor_(film)],27640957.0,22000000.0,-8179521.5,-0.371796431818,1
Jonathan Demme,Jonathan Demme,"[https://en.wikipedia.org/wiki/The_Silence_of_the_Lambs_(film), https://en.wikipedia.org/wiki/The_Silence_of_the_Lambs_(film), https://en.wikipedia.org/wiki/The_Truth_About_Charlie, https://en.wikipedia.org/wiki/The_Manchurian_Candidate_(2004_film), https://en.wikipedia.org/wiki/Neil_Young:_Heart_of_Gold, https://en.wikipedia.org/wiki/Rachel_Getting_Married]",666100000.0,190000000.0,143050000.0,0.752894736842,6
"Pierre Coffin
Chris Renaud","Pierre Coffin
Chris Renaud","[https://en.wikipedia.org/wiki/Despicable_Me_2, https://en.wikipedia.org/wiki/Despicable_Me_2]",1941600000.0,152000000.0,818800000.0,5.38684210526,2
Rick Famuyiwa,Rick Famuyiwa,"[https://en.wikipedia.org/wiki/Brown_Sugar_(2002_film), https://en.wikipedia.org/wiki/Our_Family_Wedding, https://en.wikipedia.org/wiki/Dope_(2015_film)]",46316451.0,15000000.0,8158225.5,0.5438817,3
Gabriele Muccino,Gabriele Muccino,"[https://en.wikipedia.org/wiki/L%27ultimo_bacio, https://en.wikipedia.org/wiki/The_Pursuit_of_Happyness, https://en.wikipedia.org/wiki/Seven_Pounds]",475268201.0,109000000.0,128634100.5,1.18012936239,3
"Scott McGehee
David Siegel","Scott McGehee
David Siegel","[https://en.wikipedia.org/wiki/The_Deep_End_(film), https://en.wikipedia.org/wiki/Bee_Season_(film)]",16888518.0,17000000.0,-8555741.0,-0.503278882353,2
Brian Dannelly,Brian Dannelly,"[https://en.wikipedia.org/wiki/Saved!, https://en.wikipedia.org/wiki/Struck_by_Lightning_(2012_film)]",10185311.0,6300000.0,-1207344.5,-0.191641984127,2
David Twohy,David Twohy,"[https://en.wikipedia.org/wiki/Pitch_Black_(film), https://en.wikipedia.org/wiki/Below_(film), https://en.wikipedia.org/wiki/The_Chronicles_of_Riddick, https://en.wikipedia.org/wiki/Pitch_Black_(film), https://en.wikipedia.org/wiki/A_Perfect_Getaway, https://en.wikipedia.org/wiki/Riddick_(film), https://en.wikipedia.org/wiki/The_Chronicles_of_Riddick]",459152638.0,308000000.0,-78423681.0,-0.254622340909,7
Ryan Gosling,Ryan Gosling,[https://en.wikipedia.org/wiki/Lost_River_(film)],0.0,0.0,0.0,,1
Jeff Garlin,Jeff Garlin,[https://en.wikipedia.org/wiki/I_Want_Someone_to_Eat_Cheese_With],194568.0,1500000.0,-1402716.0,-0.935144,1
"Dan Klores
Fisher Stevens","Dan Klores
Fisher Stevens",[https://en.wikipedia.org/wiki/Crazy_Love_(2007_film)],0.0,0.0,0.0,,1
"Zana Briski
Ross Kauffman","Zana Briski
Ross Kauffman",[https://en.wikipedia.org/wiki/Born_into_Brothels],0.0,0.0,0.0,,1
Christopher McQuarrie,Christopher McQuarrie,"[https://en.wikipedia.org/wiki/The_Way_of_the_Gun, https://en.wikipedia.org/wiki/Jack_Reacher_(film)]",231369740.0,68500000.0,47184870.0,0.688830218978,2
Daryl Wein,Daryl Wein,[https://en.wikipedia.org/wiki/Lola_Versus],0.0,0.0,0.0,,1
Jean-Marie Poiré,Jean-Marie Poiré,[https://en.wikipedia.org/wiki/Les_Visiteurs],98800000.0,9500000.0,39900000.0,4.2,1
William Castle,William Castle,[https://en.wikipedia.org/wiki/13_Ghosts],0.0,0.0,0.0,,1
"


Harry Elfont
Deborah Kaplan


","


Harry Elfont
Deborah Kaplan


",[https://en.wikipedia.org/wiki/Josie_and_the_Pussycats_(film)],14900000.0,39000000.0,-31550000.0,-0.808974358974,1
Robert Redford,Robert Redford,"[https://en.wikipedia.org/wiki/The_Legend_of_Bagger_Vance, https://en.wikipedia.org/wiki/Lions_for_Lambs, https://en.wikipedia.org/wiki/The_Conspirator, https://en.wikipedia.org/wiki/The_Company_You_Keep_(film)]",137778800.0,142000000.0,-73110600.0,-0.514863380282,4
Alejandro Agresti,Alejandro Agresti,[https://en.wikipedia.org/wiki/The_Lake_House_(film)],115000000.0,40000000.0,17500000.0,0.4375,1
Robert D. Siegel,Robert D. Siegel,[https://en.wikipedia.org/wiki/Big_Fan],0.0,0.0,0.0,,1
Joe Roth,Joe Roth,"[https://en.wikipedia.org/wiki/America%27s_Sweethearts, https://en.wikipedia.org/wiki/Christmas_with_the_Kranks, https://en.wikipedia.org/wiki/Freedomland_(film)]",249500000.0,154400000.0,-29650000.0,-0.192033678756,3
James Toback,James Toback,"[https://en.wikipedia.org/wiki/Harvard_Man, https://en.wikipedia.org/wiki/Tyson_(2008_film)]",56653.0,5500000.0,-5471673.5,-0.994849727273,2
Leslye Headland,Leslye Headland,[https://en.wikipedia.org/wiki/Bachelorette_(film)],11900000.0,3000000.0,2950000.0,0.983333333333,1
Matt Russell,Matt Russell,[https://en.wikipedia.org/wiki/Seven_Days_in_Utopia],4400000.0,7500000.0,-5300000.0,-0.706666666667,1
"


Andrew Adamson
Kelly Asbury
Conrad Vernon


","


Andrew Adamson
Kelly Asbury
Conrad Vernon


","[https://en.wikipedia.org/wiki/Shrek_2, https://en.wikipedia.org/wiki/Shrek_2]",1839600000.0,300000000.0,619800000.0,2.066,2
Jonathan M. Gunn,Jonathan M. Gunn,[https://en.wikipedia.org/wiki/Do_You_Believe%3F_(film)],14400000.0,2300000.0,4900000.0,2.13043478261,1
Marc Forster,Marc Forster,"[https://en.wikipedia.org/wiki/Monster%27s_Ball, https://en.wikipedia.org/wiki/Finding_Neverland_(film), https://en.wikipedia.org/wiki/Stay_(2005_film), https://en.wikipedia.org/wiki/Stranger_than_Fiction_(2006_film), https://en.wikipedia.org/wiki/The_Kite_Runner_(film), https://en.wikipedia.org/wiki/Quantum_of_Solace, https://en.wikipedia.org/wiki/Machine_Gun_Preacher, https://en.wikipedia.org/wiki/World_War_Z_(film)]",1426309486.0,549000000.0,164154743.0,0.299006817851,8
Paul King,Paul King,[https://en.wikipedia.org/wiki/Paddington_(film)],0.0,0.0,0.0,,1
Brian De Palma,Brian De Palma,"[https://en.wikipedia.org/wiki/Mission_to_Mars, https://en.wikipedia.org/wiki/Mission:_Impossible_(film), https://en.wikipedia.org/wiki/The_Black_Dahlia_(film)]",618000000.0,230000000.0,79000000.0,0.34347826087,3
Neill Blomkamp,Neill Blomkamp,"[https://en.wikipedia.org/wiki/District_9, https://en.wikipedia.org/wiki/Eugene_Khumbanyiwa, https://en.wikipedia.org/wiki/Elysium_(film), https://en.wikipedia.org/wiki/Chappie_(film)]",809800000.0,224000000.0,180900000.0,0.807589285714,4
Richard Ramsey,Richard Ramsey,[https://en.wikipedia.org/wiki/The_Song_(2014_film)],0.0,0.0,0.0,,1
Harald Zwart,Harald Zwart,"[https://en.wikipedia.org/wiki/One_Night_at_McCool%27s, https://en.wikipedia.org/wiki/Agent_Cody_Banks, https://en.wikipedia.org/wiki/Agent_Cody_Banks, https://en.wikipedia.org/wiki/The_Pink_Panther_2, https://en.wikipedia.org/wiki/The_Karate_Kid_(2010_film), https://en.wikipedia.org/wiki/The_Mortal_Instruments:_City_of_Bones]",657400000.0,244000000.0,84700000.0,0.347131147541,6
Andrew Renzi,Andrew Renzi,[https://en.wikipedia.org/wiki/The_Benefactor_(film)],0.0,0.0,0.0,,1
"Rob Epstein
Jeffrey Friedman[1]","Rob Epstein
Jeffrey Friedman[1]",[https://en.wikipedia.org/wiki/Lovelace_(film)],1600000.0,12000000.0,-11200000.0,-0.933333333333,1
Marek Kanievska,Marek Kanievska,[https://en.wikipedia.org/wiki/Where_the_Money_Is],7243669.0,28000000.0,-24378165.5,-0.870648767857,1
Benson Lee,Benson Lee,[https://en.wikipedia.org/wiki/Battle_of_the_Year_(film)],16500000.0,20000000.0,-11750000.0,-0.5875,1
H. C. Potter,H. C. Potter,[https://en.wikipedia.org/wiki/Mr._Blandings_Builds_His_Dream_House],0.0,0.0,0.0,,1
Adam Green,Adam Green,"[https://en.wikipedia.org/wiki/Frozen_(2010_American_film), https://en.wikipedia.org/wiki/Hatchet_II]",0.0,0.0,0.0,,2
Andrew Niccol,Andrew Niccol,"[https://en.wikipedia.org/wiki/S1m0ne, https://en.wikipedia.org/wiki/Lord_of_War, https://en.wikipedia.org/wiki/In_Time_(film), https://en.wikipedia.org/wiki/The_Host_(2013_film)]",329400000.0,140000000.0,24700000.0,0.176428571429,4
Grant Heslov,Grant Heslov,[https://en.wikipedia.org/wiki/The_Men_Who_Stare_at_Goats_(film)],68968688.0,24000000.0,10484344.0,0.436847666667,1
Jim Hanon,Jim Hanon,[https://en.wikipedia.org/wiki/End_of_the_Spear],12128105.0,10000000.0,-3935947.5,-0.39359475,1
James Gray,James Gray,"[https://en.wikipedia.org/wiki/The_Yards, https://en.wikipedia.org/wiki/We_Own_the_Night_(film)]",55816238.0,45000000.0,-17091881.0,-0.379819577778,2
Robert Rodriguez,Robert Rodriguez,"[https://en.wikipedia.org/wiki/Spy_Kids, https://en.wikipedia.org/wiki/Spy_Kids_2:_The_Island_of_Lost_Dreams, https://en.wikipedia.org/wiki/Once_Upon_a_Time_in_Mexico, https://en.wikipedia.org/wiki/Desperado_(film), https://en.wikipedia.org/wiki/Spy_Kids_3-D:_Game_Over, https://en.wikipedia.org/wiki/Spy_Kids_2:_The_Island_of_Lost_Dreams, https://en.wikipedia.org/wiki/The_Adventures_of_Sharkboy_and_Lavagirl_in_3-D, https://en.wikipedia.org/wiki/Taylor_Dooley, https://en.wikipedia.org/wiki/Shorts_(2009_film), https://en.wikipedia.org/wiki/Spy_Kids:_All_the_Time_in_the_World, https://en.wikipedia.org/wiki/Spy_Kids_3-D:_Game_Over, https://en.wikipedia.org/wiki/Machete_Kills]",1173400000.0,390000000.0,196700000.0,0.504358974359,12
Sally Field,Sally Field,[https://en.wikipedia.org/wiki/Beautiful_(2000_film)],3200000.0,14000000.0,-12400000.0,-0.885714285714,1
Harold Ramis,Harold Ramis,"[https://en.wikipedia.org/wiki/Bedazzled_(2000_film), https://en.wikipedia.org/wiki/Analyze_That, https://en.wikipedia.org/wiki/Analyze_This, https://en.wikipedia.org/wiki/The_Ice_Harvest, https://en.wikipedia.org/wiki/Year_One_(film)]",394843311.0,264000000.0,-66578344.5,-0.252190698864,5
Joseph Ruben,Joseph Ruben,"[https://en.wikipedia.org/wiki/The_Forgotten_(2004_film), https://en.wikipedia.org/wiki/The_Stepfather_(1987_film)]",117600000.0,42000000.0,16800000.0,0.4,2
Jonathan Caouette,Jonathan Caouette,[https://en.wikipedia.org/wiki/Tarnation_(film)],1200000.0,218.32,599781.68,2747.25943569,1
"Matt Bettinelli-Olpin
Tyler Gillett","Matt Bettinelli-Olpin
Tyler Gillett",[https://en.wikipedia.org/wiki/Devil%27s_Due_(film)],36900000.0,7000000.0,11450000.0,1.63571428571,1
James Foley,James Foley,"[https://en.wikipedia.org/wiki/Confidence_(2003_film), https://en.wikipedia.org/wiki/Perfect_Stranger_(film)]",96100000.0,75000000.0,-26950000.0,-0.359333333333,2
Raymond De Felitta,Raymond De Felitta,"[https://en.wikipedia.org/wiki/The_Thing_About_My_Folks, https://en.wikipedia.org/wiki/City_Island_(film)]",7875862.0,6000000.0,-2062069.0,-0.343678166667,2
Megan Griffiths,Megan Griffiths,[https://en.wikipedia.org/wiki/Lucky_Them],0.0,0.0,0.0,,1
Brian Levant,Brian Levant,"[https://en.wikipedia.org/wiki/The_Flintstones_in_Viva_Rock_Vegas, https://en.wikipedia.org/wiki/The_Flintstones_(film), https://en.wikipedia.org/wiki/Snow_Dogs_(film), https://en.wikipedia.org/wiki/Are_We_There_Yet%3F_(film), https://en.wikipedia.org/wiki/Are_We_There_Yet%3F_(film), https://en.wikipedia.org/wiki/The_Spy_Next_Door]",757100000.0,254000000.0,124550000.0,0.490354330709,6
Charles Barton,Charles Barton,[https://en.wikipedia.org/wiki/The_Shaggy_Dog_(1959_film)],8100000.0,1000000.0,3050000.0,3.05,1
Alexander Witt,Alexander Witt,[https://en.wikipedia.org/wiki/Resident_Evil:_Apocalypse],129300000.0,45000000.0,19650000.0,0.436666666667,1
Alan Poul,Alan Poul,[https://en.wikipedia.org/wiki/The_Back-up_Plan],77500000.0,35000000.0,3750000.0,0.107142857143,1
"Kieran Mulroney
Michele Mulroney","Kieran Mulroney
Michele Mulroney",[https://en.wikipedia.org/wiki/Paper_Man_(2009_film)],0.0,0.0,0.0,,1
Wolfgang Petersen,Wolfgang Petersen,"[https://en.wikipedia.org/wiki/The_Perfect_Storm_(film), https://en.wikipedia.org/wiki/Troy_(film), https://en.wikipedia.org/wiki/Poseidon_(film)]",510400000.0,280000000.0,-24800000.0,-0.0885714285714,3
"


Will Speck
Josh Gordon


","


Will Speck
Josh Gordon


",[https://en.wikipedia.org/wiki/The_Switch_(2010_film)],49900000.0,19000000.0,5950000.0,0.313157894737,1
Dennis Gansel,Dennis Gansel,[https://en.wikipedia.org/wiki/Mechanic:_Resurrection],125700000.0,40000000.0,22850000.0,0.57125,1
Mary Harron,Mary Harron,[https://en.wikipedia.org/wiki/American_Psycho_(film)],34300000.0,7000000.0,10150000.0,1.45,1
Paul Feig,Paul Feig,"[https://en.wikipedia.org/wiki/I_Am_David_(film), https://en.wikipedia.org/wiki/Unaccompanied_Minors, https://en.wikipedia.org/wiki/Bridesmaids_(2011_film), https://en.wikipedia.org/wiki/The_Heat_(film), https://en.wikipedia.org/wiki/Spy_(2015_film), https://en.wikipedia.org/wiki/Ghostbusters_(2016_film)]",1005292376.0,317500000.0,185146188.0,0.5831376,6
Mark Tonderai,Mark Tonderai,[https://en.wikipedia.org/wiki/House_at_the_End_of_the_Street],44103982.0,6900000.0,15151991.0,2.19594072464,1
Peter MacDonald,Peter MacDonald,[https://en.wikipedia.org/wiki/Rambo_III],189000000.0,58000000.0,36500000.0,0.629310344828,1
Russell Mulcahy,Russell Mulcahy,"[https://en.wikipedia.org/wiki/Resident_Evil:_Extinction, https://en.wikipedia.org/wiki/Resident_Evil:_Extinction]",295400000.0,90000000.0,57700000.0,0.641111111111,2
Kimberly Peirce,Kimberly Peirce,"[https://en.wikipedia.org/wiki/Stop-Loss_(film), https://en.wikipedia.org/wiki/Carrie_(2013_film)]",96207130.0,55000000.0,-6896435.0,-0.125389727273,2
Melville Shavelson,Melville Shavelson,"[https://en.wikipedia.org/wiki/Yours,_Mine_and_Ours_(1968_film)]",25912624.0,2500000.0,10456312.0,4.1825248,1
Steve Rash,Steve Rash,"[https://en.wikipedia.org/wiki/Held_Up, https://en.wikipedia.org/wiki/Crooked_Arrows]",6538172.0,21000000.0,-17730914.0,-0.844329238095,2
Leo Gabriadze,Leo Gabriadze,[https://en.wikipedia.org/wiki/Unfriended],64100000.0,1000000.0,31050000.0,31.05,1
David Ayer,David Ayer,"[https://en.wikipedia.org/wiki/Harsh_Times, https://en.wikipedia.org/wiki/Street_Kings, https://en.wikipedia.org/wiki/End_of_Watch, https://en.wikipedia.org/wiki/Sabotage_(2014_film), https://en.wikipedia.org/wiki/Fury_(2014_film), https://en.wikipedia.org/wiki/Suicide_Squad_(film)]",1104067038.0,307000000.0,245033519.0,0.798154785016,6
Tom Hanks,Tom Hanks,[https://en.wikipedia.org/wiki/Larry_Crowne],72000000.0,30000000.0,6000000.0,0.2,1
Steven Antin,Steven Antin,[https://en.wikipedia.org/wiki/Burlesque_(2010_musical_film)],89700000.0,55000000.0,-10150000.0,-0.184545454545,1
Alan Parker,Alan Parker,"[https://en.wikipedia.org/wiki/The_Life_of_David_Gale, https://en.wikipedia.org/wiki/Fame_(1980_film)]",60155598.0,46500000.0,-16422201.0,-0.353165612903,2
Don Coscarelli,Don Coscarelli,"[https://en.wikipedia.org/wiki/Bubba_Ho-tep, https://en.wikipedia.org/wiki/John_Dies_at_the_End_(film)]",1341951.0,2000000.0,-1329024.5,-0.66451225,2
Terry George,Terry George,"[https://en.wikipedia.org/wiki/Hotel_Rwanda, https://en.wikipedia.org/wiki/Reservation_Road]",33900000.0,17500000.0,-550000.0,-0.0314285714286,2
Tod Williams,Tod Williams,"[https://en.wikipedia.org/wiki/The_Door_in_the_Floor, https://en.wikipedia.org/wiki/Paranormal_Activity_2, https://en.wikipedia.org/wiki/Paranormal_Activity_2]",361715067.0,13500000.0,167357533.5,12.3968543333,3
Mark Romanek,Mark Romanek,"[https://en.wikipedia.org/wiki/One_Hour_Photo, https://en.wikipedia.org/wiki/Never_Let_Me_Go_(2010_film)]",61700000.0,27000000.0,3850000.0,0.142592592593,2
The Brothers Strause,The Brothers Strause,"[https://en.wikipedia.org/wiki/Aliens_vs._Predator:_Requiem, https://en.wikipedia.org/wiki/Skyline_(film)]",207593371.0,50000000.0,53796685.5,1.07593371,2
"


Anthony Russo
Joe Russo


","


Anthony Russo
Joe Russo


","[https://en.wikipedia.org/wiki/You,_Me_and_Dupree, https://en.wikipedia.org/wiki/Captain_America:_The_Winter_Soldier, https://en.wikipedia.org/wiki/Captain_America:_Civil_War, https://en.wikipedia.org/wiki/Captain_America:_The_Winter_Soldier]",2712000000.0,644000000.0,712000000.0,1.10559006211,4
Michael Cristofer,Michael Cristofer,[https://en.wikipedia.org/wiki/Original_Sin_(2001_film)],36400000.0,42000000.0,-23800000.0,-0.566666666667,1
"


Chris Sanders
Dean DeBlois


","


Chris Sanders
Dean DeBlois


","[https://en.wikipedia.org/wiki/Lilo_%26_Stitch, https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_(film), https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_(film)]",1262900000.0,410000000.0,221450000.0,0.54012195122,3
Alexandre Moors,Alexandre Moors,[https://en.wikipedia.org/wiki/Blue_Caprice],0.0,0.0,0.0,,1
Ron Shelton,Ron Shelton,"[https://en.wikipedia.org/wiki/Dark_Blue_(film), https://en.wikipedia.org/wiki/Dark_Blue_(film), https://en.wikipedia.org/wiki/Hollywood_Homicide]",75443261.0,105000000.0,-67278369.5,-0.64074637619,3
Leslie Small,Leslie Small,"[https://en.wikipedia.org/wiki/Hair_Show, https://en.wikipedia.org/wiki/Kevin_Hart:_Let_Me_Explain]",32300000.0,2500000.0,13650000.0,5.46,2
Stephen Chbosky,Stephen Chbosky,[https://en.wikipedia.org/wiki/The_Perks_of_Being_a_Wallflower_(film)],33400000.0,13000000.0,3700000.0,0.284615384615,1
Rod Lurie,Rod Lurie,"[https://en.wikipedia.org/wiki/The_Contender_(2000_film), https://en.wikipedia.org/wiki/The_Last_Castle, https://en.wikipedia.org/wiki/Resurrecting_the_Champ, https://en.wikipedia.org/wiki/Nothing_but_the_Truth_(2008_American_film), https://en.wikipedia.org/wiki/Straw_Dogs_(2011_film)]",64814070.0,141500000.0,-109092965.0,-0.770975017668,5
Marilyn Argrelo,Marilyn Argrelo,[https://en.wikipedia.org/wiki/Mad_Hot_Ballroom],9400000.0,500000.0,4200000.0,8.4,1
Gina Prince-Bythewood,Gina Prince-Bythewood,"[https://en.wikipedia.org/wiki/Love_%26_Basketball, https://en.wikipedia.org/wiki/The_Secret_Life_of_Bees_(film), https://en.wikipedia.org/wiki/Beyond_the_Lights]",82275440.0,38000000.0,3137720.0,0.0825715789474,3
Gore Verbinski,Gore Verbinski,"[https://en.wikipedia.org/wiki/The_Mexican, https://en.wikipedia.org/wiki/The_Ring_(2002_film), https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl, https://en.wikipedia.org/wiki/The_Ring_(2002_film), https://en.wikipedia.org/wiki/The_Weather_Man, https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest, https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl, https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End, https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest, https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End, https://en.wikipedia.org/wiki/Rango_(2011_film), https://en.wikipedia.org/wiki/The_Lone_Ranger_(2013_film)]",6539000000.0,1865000000.0,1404500000.0,0.75308310992,12
"


Eric Bress
J. Mackye Gruber


","


Eric Bress
J. Mackye Gruber


",[https://en.wikipedia.org/wiki/The_Butterfly_Effect],96100000.0,13000000.0,35050000.0,2.69615384615,1
Mark Neveldine,Mark Neveldine,[https://en.wikipedia.org/wiki/The_Vatican_Tapes],13500000.0,13000000.0,-6250000.0,-0.480769230769,1
Gregory Dark,Gregory Dark,[https://en.wikipedia.org/wiki/See_No_Evil_(2006_film)],18600000.0,8000000.0,1300000.0,0.1625,1
Jennifer Yuh Nelson,Jennifer Yuh Nelson,"[https://en.wikipedia.org/wiki/Kung_Fu_Panda_2, https://en.wikipedia.org/wiki/Kung_Fu_Panda_2]",1331400000.0,300000000.0,365700000.0,1.219,2
Stephen Herek,Stephen Herek,"[https://en.wikipedia.org/wiki/101_Dalmatians_(1996_film), https://en.wikipedia.org/wiki/Rock_Star_(2001_film), https://en.wikipedia.org/wiki/Life_or_Something_Like_It, https://en.wikipedia.org/wiki/Man_of_the_House_(2005_film), https://en.wikipedia.org/wiki/The_Chaperone_(film)]",378364695.0,196000000.0,-6817652.5,-0.0347839413265,5
Jaume Balagueró,Jaume Balagueró,[https://en.wikipedia.org/wiki/Darkness_(2002_film)],34409206.0,10600000.0,6604603.0,0.623075754717,1
James Marsh,James Marsh,[https://en.wikipedia.org/wiki/Man_on_Wire],0.0,0.0,0.0,,1
Mike Nawrocki,Mike Nawrocki,[https://en.wikipedia.org/wiki/The_Pirates_Who_Don%27t_Do_Anything:_A_VeggieTales_Movie],13200000.0,15000000.0,-8400000.0,-0.56,1
Eric Heisserer,Eric Heisserer,[https://en.wikipedia.org/wiki/Hours_(2013_film)],783997.0,4000000.0,-3608001.5,-0.902000375,1
Anthony Minghella,Anthony Minghella,"[https://en.wikipedia.org/wiki/Cold_Mountain_(film), https://en.wikipedia.org/wiki/Breaking_and_Entering_(film)]",173000000.0,79000000.0,7500000.0,0.0949367088608,2
Ross Katz,Ross Katz,"[https://en.wikipedia.org/wiki/Adult_Beginners, https://en.wikipedia.org/wiki/The_Choice_(2016_film)]",23420878.0,10000000.0,1710439.0,0.1710439,2
"Aaron Seltzer
Jason Friedberg (uncredited)","Aaron Seltzer
Jason Friedberg (uncredited)",[https://en.wikipedia.org/wiki/Date_Movie],84800000.0,20000000.0,22400000.0,1.12,1
Philippe Falardeau,Philippe Falardeau,[https://en.wikipedia.org/wiki/The_Good_Lie],0.0,0.0,0.0,,1
Brian A. Miller,Brian A. Miller,[https://en.wikipedia.org/wiki/Officer_Down],0.0,0.0,0.0,,1
Russell Holt,Russell Holt,[https://en.wikipedia.org/wiki/The_Work_and_the_Glory_(film)],3347647.0,7500000.0,-5826176.5,-0.776823533333,1
Jordan Vogt-Roberts,Jordan Vogt-Roberts,[https://en.wikipedia.org/wiki/The_Kings_of_Summer],0.0,0.0,0.0,,1
Michael Cuesta,Michael Cuesta,[https://en.wikipedia.org/wiki/L.I.E.],1667192.0,700000.0,133596.0,0.190851428571,1
"


Chris Buck
Jennifer Lee


","


Chris Buck
Jennifer Lee


",[https://en.wikipedia.org/wiki/Frozen_(2013_film)],1276000000.0,150000000.0,488000000.0,3.25333333333,1
Rowan Woods,Rowan Woods,"[https://en.wikipedia.org/wiki/Fragments_(film), https://en.wikipedia.org/wiki/Winged_Creatures_(film)]",0.0,0.0,0.0,,2
Reginald Hudlin,Reginald Hudlin,[https://en.wikipedia.org/wiki/Serving_Sara],20146150.0,29000000.0,-18926925.0,-0.652652586207,1
Demian Lichtenstein,Demian Lichtenstein,[https://en.wikipedia.org/wiki/3000_Miles_to_Graceland],18700000.0,62000000.0,-52650000.0,-0.849193548387,1
Nora Ephron,Nora Ephron,"[https://en.wikipedia.org/wiki/Lucky_Numbers, https://en.wikipedia.org/wiki/Bewitched_(2005_film), https://en.wikipedia.org/wiki/Julie_%26_Julia]",271790222.0,188000000.0,-52104889.0,-0.277153664894,3
Eric Steel,Eric Steel,[https://en.wikipedia.org/wiki/The_Bridge_(2006_documentary_film)],205724.0,25000.0,77862.0,3.11448,1
Jeff Nathanson,Jeff Nathanson,[https://en.wikipedia.org/wiki/The_Last_Shot],464000.0,8000000.0,-7768000.0,-0.971,1
Neil LaBute,Neil LaBute,"[https://en.wikipedia.org/wiki/Nurse_Betty, https://en.wikipedia.org/wiki/Possession_(2002_film), https://en.wikipedia.org/wiki/The_Wicker_Man_(2006_film), https://en.wikipedia.org/wiki/Lakeview_Terrace, https://en.wikipedia.org/wiki/Death_at_a_Funeral_(2010_film), https://en.wikipedia.org/wiki/Some_Velvet_Morning_(film)]",176769535.0,141000000.0,-52615232.5,-0.373157677305,6
Gil Kenan,Gil Kenan,"[https://en.wikipedia.org/wiki/Monster_House_(film), https://en.wikipedia.org/wiki/City_of_Ember, https://en.wikipedia.org/wiki/Poltergeist_(2015_film)]",253500000.0,165000000.0,-38250000.0,-0.231818181818,3
John Herzfeld,John Herzfeld,[https://en.wikipedia.org/wiki/15_Minutes],56300000.0,42000000.0,-13850000.0,-0.329761904762,1
Nicholaus Goossen,Nicholaus Goossen,[https://en.wikipedia.org/wiki/Grandma%27s_Boy_(2006_film)],6600000.0,5000000.0,-1700000.0,-0.34,1
Pat O'Connor,Pat O'Connor,[https://en.wikipedia.org/wiki/Sweet_November_(2001_film)],65754228.0,40000000.0,-7122886.0,-0.17807215,1
Bruce A. Evans,Bruce A. Evans,[https://en.wikipedia.org/wiki/Mr._Brooks],48100000.0,20000000.0,4050000.0,0.2025,1
Josh Trank,Josh Trank,[https://en.wikipedia.org/wiki/Chronicle_(film)],126600000.0,12000000.0,51300000.0,4.275,1
John Wells,John Wells,"[https://en.wikipedia.org/wiki/The_Company_Men, https://en.wikipedia.org/wiki/August:_Osage_County_(film)]",79100000.0,52000000.0,-12450000.0,-0.239423076923,2
Robert Zemeckis,Robert Zemeckis,"[https://en.wikipedia.org/wiki/Cast_Away, https://en.wikipedia.org/wiki/What_Lies_Beneath, https://en.wikipedia.org/wiki/The_Polar_Express_(film), https://en.wikipedia.org/wiki/Beowulf_(2007_film), https://en.wikipedia.org/wiki/A_Christmas_Carol_(2009_film), https://en.wikipedia.org/wiki/Flight_(2012_film)]",1714300000.0,711000000.0,146150000.0,0.205555555556,6
Nate Parker,Nate Parker,[https://en.wikipedia.org/wiki/The_Birth_of_a_Nation_(2016_film)],16800000.0,8500000.0,-100000.0,-0.0117647058824,1
Alfred Hitchcock,Alfred Hitchcock,[https://en.wikipedia.org/wiki/Rear_Window],36800000.0,1000000.0,17400000.0,17.4,1
Ron Fricke,Ron Fricke,"[https://en.wikipedia.org/wiki/Samsara_(2011_film), https://en.wikipedia.org/wiki/Baraka_(film)]",4533709.0,6000000.0,-3733145.5,-0.622190916667,2
Delmer Daves,Delmer Daves,[https://en.wikipedia.org/wiki/3:10_to_Yuma_(1957_film)],0.0,0.0,0.0,,1
Diane Keaton,Diane Keaton,[https://en.wikipedia.org/wiki/Hanging_Up],51880044.0,40000000.0,-14059978.0,-0.35149945,1
